SPECOBJID,RUN2D,RUN1D,PLATE,MJD,FIBERID,RA,DEC,Z_NOQSO,Z_ERR_NOQSO,CLASS_NOQSO,Chabrier_MILES_age_lightW,Chabrier_MILES_age_lightW_up_1sig,Chabrier_MILES_age_lightW_low_1sig,Chabrier_MILES_age_lightW_up_2sig,Chabrier_MILES_age_lightW_low_2sig,Chabrier_MILES_metallicity_lightW,Chabrier_MILES_metallicity_lightW_up_1sig,Chabrier_MILES_metallicity_lightW_low_1sig,Chabrier_MILES_metallicity_lightW_up_2sig,Chabrier_MILES_metallicity_lightW_low_2sig,Chabrier_MILES_age_massW,Chabrier_MILES_age_massW_up_1sig,Chabrier_MILES_age_massW_low_1sig,Chabrier_MILES_age_massW_up_2sig,Chabrier_MILES_age_massW_low_2sig,Chabrier_MILES_metallicity_massW,Chabrier_MILES_metallicity_massW_up_1sig,Chabrier_MILES_metallicity_massW_low_1sig,Chabrier_MILES_metallicity_massW_up_2sig,Chabrier_MILES_metallicity_massW_low_2sig,Chabrier_MILES_total_mass,Chabrier_MILES_total_mass_up_1sig,Chabrier_MILES_total_mass_low_1sig,Chabrier_MILES_total_mass_up_2sig,Chabrier_MILES_total_mass_low_2sig,Chabrier_MILES_spm_EBV,Chabrier_MILES_nComponentsSSP,Chabrier_ELODIE_age_lightW,Chabrier_ELODIE_age_lightW_up_1sig,Chabrier_ELODIE_age_lightW_low_1sig,Chabrier_ELODIE_age_lightW_up_2sig,Chabrier_ELODIE_age_lightW_low_2sig,Chabrier_ELODIE_metallicity_lightW,Chabrier_ELODIE_metallicity_lightW_up_1sig,Chabrier_ELODIE_metallicity_lightW_low_1sig,Chabrier_ELODIE_metallicity_lightW_up_2sig,Chabrier_ELODIE_metallicity_lightW_low_2sig,Chabrier_ELODIE_age_massW,Chabrier_ELODIE_age_massW_up_1sig,Chabrier_ELODIE_age_massW_low_1sig,Chabrier_ELODIE_age_massW_up_2sig,Chabrier_ELODIE_age_massW_low_2sig,Chabrier_ELODIE_metallicity_massW,Chabrier_ELODIE_metallicity_massW_up_1sig,Chabrier_ELODIE_metallicity_massW_low_1sig,Chabrier_ELODIE_metallicity_massW_up_2sig,Chabrier_ELODIE_metallicity_massW_low_2sig,Chabrier_ELODIE_total_mass,Chabrier_ELODIE_total_mass_up_1sig,Chabrier_ELODIE_total_mass_low_1sig,Chabrier_ELODIE_total_mass_up_2sig,Chabrier_ELODIE_total_mass_low_2sig,Chabrier_ELODIE_spm_EBV,Chabrier_ELODIE_nComponentsSSP
397544400512641024,26,,353,51703,370,256.1825,60.818942,0.06999353,3.873193E-06,GALAXY,8.227951E+09,9.527387E+09,5.779013E+09,9.527387E+09,3.480009E+09,0.7930202,0.8462206,0.5868691,0.8528706,0.4605184,1.2726E+10,1.312583E+10,9.677322E+09,1.352565E+10,4.529554E+09,1.531174,1.537824,1.039072,1.564425,0.3142176,2.70447E+10,2.995742E+10,1.673815E+10,2.995742E+10,7.999991E+09,0.04333333,3,4.47712E+09,6.0768E+09,2.72747E+09,7.67648E+09,2.37754E+09,0.9991714,1.165422,0.7930202,1.338323,0.6267693,6.17678E+09,9.92603E+09,4.37714E+09,1.097582E+10,3.72727E+09,0.7863702,0.926021,0.4405683,1.278473,0.3009175,1.177479E+10,1.461799E+10,7.746917E+09,1.698733E+10,7.036116E+09,0.006666667,4
397558694163802112,26,,353,51703,422,255.78313,60.010493,0.08466533,1.438988E-05,GALAXY,1.187637E+10,1.22762E+10,8.977626E+09,1.347568E+10,8.727734E+09,1.258523,1.624275,1.178722,1.624275,0.9991714,1.197633E+10,1.247611E+10,1.067689E+10,1.367559E+10,1.032704E+10,1.424774,1.690775,1.331673,1.730675,1.065672,1.279104E+11,1.31373E+11,1.029795E+11,1.362206E+11,9.951692E+10,0.01666667,3,8.72627E+09,1.037594E+10,8.47632E+09,1.092583E+10,8.22637E+09,1.378224,1.378224,1.225273,1.497924,1.125522,9.37614E+09,1.097582E+10,8.5763E+09,1.167568E+10,7.62649E+09,1.258523,1.444724,1.059022,1.584375,0.9991714,8.854243E+10,1.098444E+11,8.570216E+10,1.190753E+11,8.144176E+10,0,3
397575461716125696,26,,353,51703,483,256.98367,59.526222,0.09387398,1.771948E-05,GALAXY,2.780313E+09,3.529988E+09,2.780313E+09,4.079749E+09,2.780313E+09,0.6334193,0.6334193,0.5004186,0.6334193,0.4605184,2.930247E+09,3.679922E+09,2.930247E+09,5.828991E+09,2.880269E+09,0.5602689,0.5868691,0.4871185,0.6134692,0.394018,1.47476E+10,1.598701E+10,1.433446E+10,1.846584E+10,1.433446E+10,0.1766667,2,6.97662E+09,8.72627E+09,5.87684E+09,9.22617E+09,4.72707E+09,0.9526212,1.251873,0.75312,1.497924,0.6267693,8.87624E+09,1.182565E+10,7.32655E+09,1.267548E+10,6.42673E+09,0.932671,1.238573,0.6201193,1.298423,0.5602689,3.987074E+10,4.829191E+10,3.31338E+10,5.123932E+10,2.681793E+10,0.03333334,3
568589662310918144,26,,505,52317,37,160.26869,2.0273158,0.08579715,4.325916E-05,GALAXY,3.230117E+09,5.329207E+09,1.930681E+09,9.727301E+09,1.430898E+09,0.9991714,1.378224,0.8728207,1.497924,0.5004186,4.079749E+09,8.327907E+09,2.230551E+09,9.277496E+09,1.780746E+09,0.7797202,1.245223,0.6068192,1.517874,0.5004186,1.027453E+10,1.460539E+10,6.906077E+09,2.062048E+10,5.462455E+09,0.15,4,2.87744E+09,4.37714E+09,1.87764E+09,5.32695E+09,1.12779E+09,1.477974,1.750626,0.9991714,1.996677,0.8728207,4.27716E+09,7.42653E+09,2.32755E+09,9.02621E+09,1.22777E+09,1.132172,1.657525,0.6999197,1.996677,0.6001692,9.921055E+09,1.309031E+10,6.7518E+09,1.577199E+10,5.045278E+09,0.1133333,4
568620723514402816,26,,505,52317,150,159.38492,2.0163635,0.3953918,0.0001038215,GALAXY,8.377886E+09,1.152652E+10,4.629511E+09,1.20263E+10,2.480442E+09,1.591025,1.724025,1.225273,1.850376,0.9526212,1.012713E+10,1.282596E+10,7.428298E+09,1.497503E+10,1.780746E+09,1.870326,1.996677,1.245223,1.996677,0.573569,3.412626E+11,4.203707E+11,2.0864E+11,4.971522E+11,7.369072E+10,0.1466667,3,5.92683E+09,1.047592E+10,3.0774E+09,1.447512E+10,1.12779E+09,0.9991714,1.092272,0.6267693,1.504574,0.2543672,6.17678E+09,1.142573E+10,4.52711E+09,1.447512E+10,1.72767E+09,0.939321,1.471324,0.5070686,1.996677,0.2011669,1.369601E+11,2.550321E+11,8.776338E+10,3.263672E+11,4.348637E+10,0.22,3
568651784717887488,26,,505,52317,263,158.20048,2.1326425,0.1289722,4.030743E-05,GALAXY,4.279663E+09,7.428298E+09,4.229684E+09,8.977626E+09,3.979792E+09,1.996677,1.996677,1.491274,1.996677,0.9991714,4.429598E+09,8.827691E+09,4.279663E+09,1.092678E+10,3.729901E+09,1.996677,1.996677,1.285123,1.996677,0.9991714,4.87525E+10,7.608562E+10,4.811685E+10,8.816304E+10,3.731073E+10,0.08,3,4.67708E+09,6.82665E+09,3.92723E+09,8.17638E+09,3.47732E+09,1.996677,1.996677,1.497924,1.996677,1.092272,5.97682E+09,8.47632E+09,3.87724E+09,9.47612E+09,3.87724E+09,1.996677,1.996677,1.424774,1.996677,1.318373,5.395263E+10,6.813517E+10,4.492738E+10,7.716042E+10,4.299339E+10,0.03666667,3
568682845921372160,26,,505,52317,376,158.42838,2.9869857,0.06861563,1.400376E-05,GALAXY,7.028471E+09,1.002717E+10,5.029338E+09,1.002717E+10,3.979792E+09,0.6400694,0.75977,0.4206182,1.019122,0.2743174,1.322578E+10,1.417537E+10,9.227518E+09,1.487507E+10,6.878536E+09,0.7996703,1.657525,0.5536189,1.730675,0.3142176,8.765231E+09,1.281669E+10,6.59128E+09,1.281669E+10,5.109041E+09,0.12,4,5.82685E+09,8.17638E+09,2.82745E+09,1.002601E+10,5.779E+08,0.8861208,1.251873,0.5004186,1.438074,0.3341677,1.292543E+10,1.472507E+10,6.47672E+09,1.497502E+10,1.12779E+09,0.4272682,0.8994209,0.2676673,1.311723,0.1014164,6.052815E+09,8.012232E+09,3.062127E+09,9.456012E+09,8.964563E+08,0.08,5
568713907124856832,26,,505,52317,489,159.09397,2.7655906,0.05038036,7.576728E-06,GALAXY,6.678623E+09,7.828124E+09,3.879836E+09,7.978059E+09,2.030637E+09,0.7331699,0.8794707,0.7132198,0.9991714,0.5469689,1.267602E+10,1.442526E+10,6.978492E+09,1.442526E+10,4.779446E+09,0.09476634,0.4272682,0.08146627,0.5203687,0.04156604,7.602334E+09,8.825741E+09,4.849669E+09,1.066085E+10,2.861633E+09,0.04,4,5.82685E+09,6.72667E+09,4.37714E+09,6.72667E+09,3.12739E+09,0.6134692,0.6600195,0.566919,0.8129703,0.566919,1.10758E+10,1.177566E+10,8.62629E+09,1.232555E+10,5.5769E+09,0.2543672,0.394018,0.2277671,0.5203687,0.1812168,7.982133E+09,9.266945E+09,6.376119E+09,9.266945E+09,4.609504E+09,0,4
568730674677180416,26,,505,52317,550,159.56685,2.5498113,0.1281532,8.93657E-06,GALAXY,5.379186E+09,7.278363E+09,3.679922E+09,9.127561E+09,2.530421E+09,0.8395705,0.939321,0.75312,1.165422,0.6666695,9.527387E+09,1.107672E+10,6.178839E+09,1.322578E+10,4.779446E+09,0.2477172,0.8462206,0.1413166,0.9925213,0.1147165,2.575162E+10,3.341218E+10,1.868034E+10,4.048345E+10,1.51447E+10,0.11,4,4.12719E+09,7.17658E+09,2.32755E+09,9.02621E+09,8.7784E+08,0.8129703,0.9858713,0.566919,1.165422,0.4804685,8.67628E+09,1.227556E+10,5.87684E+09,1.402521E+10,1.47772E+09,0.7198699,1.059022,0.3607678,1.870326,0.2477172,2.59798E+10,3.965572E+10,1.824993E+10,4.738559E+10,7.54703E+09,0.04,6
569709509954529280,26,,506,52022,15,161.52092,1.4492304,0.1051601,3.210949E-05,GALAXY,4.979359E+09,6.078882E+09,3.180139E+09,8.577799E+09,2.480442E+09,1.544474,1.830426,1.378224,1.996677,0.9991714,6.628644E+09,7.978059E+09,3.879836E+09,1.027706E+10,2.580399E+09,1.245223,1.710725,1.078972,1.996677,0.7331699,2.629471E+10,3.723543E+10,1.761759E+10,4.063082E+10,1.573126E+10,0.09,4,5.67688E+09,7.0766E+09,4.22717E+09,9.97602E+09,2.97742E+09,1.331673,1.504574,0.9526212,1.664175,0.75312,7.42653E+09,8.87624E+09,5.27696E+09,9.97602E+09,3.17738E+09,1.078972,1.258523,0.7265199,1.517874,0.5004186,2.941674E+10,3.698959E+10,2.297982E+10,4.380515E+10,1.767883E+10,0.04666667,3
569740571158013952,26,,506,52022,128,160.81805,1.2103132,0.07197147,1.685953E-05,GALAXY,3.629944E+09,5.229251E+09,2.180572E+09,6.078882E+09,2.030637E+09,1.065672,1.231923,0.8262705,1.311723,0.75312,5.179273E+09,8.028038E+09,2.680356E+09,9.327474E+09,2.330508E+09,0.7664201,1.211973,0.5602689,1.444724,0.4671684,6.891012E+09,9.311911E+09,4.954293E+09,1.124863E+10,4.470113E+09,0.3,5,3.72727E+09,8.27636E+09,3.47732E+09,1.097582E+10,1.72767E+09,1.497924,1.504574,0.9592712,1.996677,0.75312,5.077E+09,9.47612E+09,4.62709E+09,1.187564E+10,1.67768E+09,1.291773,1.471324,0.6932697,1.996677,0.4871185,7.22677E+09,1.351311E+10,6.234189E+09,1.864144E+10,3.918168E+09,0.2533333,4
569757338710337536,26,,506,52022,189,160.63136,1.9845238,1.612499,0.0004455932,QSO,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
569788399913822208,26,,506,52022,302,159.62811,1.8420811,0.3893856,0.0004828072,GALAXY,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
569819461117306880,26,,506,52022,415,160.54951,3.2344919,0.09999576,8.903989E-06,GALAXY,7.678189E+09,1.047698E+10,7.478276E+09,1.247611E+10,6.878536E+09,0.5203687,0.5935192,0.2743174,0.6733196,0.2610173,1.207628E+10,1.347568E+10,1.007715E+10,1.417537E+10,1.007715E+10,1.398174,1.497924,0.74647,1.584375,0.04821608,2.074789E+10,2.405353E+10,1.549776E+10,2.502577E+10,1.083097E+10,0.02,4,7.87644E+09,1.002601E+10,4.37714E+09,1.167568E+10,1.12779E+09,0.6533695,0.8329205,0.5868691,1.331673,0.4605184,1.277546E+10,1.492503E+10,7.62649E+09,1.497502E+10,1.72767E+09,0.7198699,1.597675,0.5203687,1.704075,0.3275176,1.814551E+10,2.326036E+10,1.098472E+10,2.735223E+10,3.210159E+09,0.06666667,5
569850522320791552,26,,506,52022,528,161.17237,3.0116877,0.06730305,1.849384E-05,GALAXY,9.42743E+09,1.217624E+10,8.327907E+09,1.267602E+10,6.678623E+09,1.125522,1.125522,0.75312,1.497924,0.75312,1.177641E+10,1.2726E+10,1.037702E+10,1.337572E+10,8.977626E+09,1.085622,1.451374,0.8329205,1.604325,0.7065698,3.357043E+10,4.090655E+10,3.078776E+10,4.242437E+10,2.345164E+10,0,4,1.267548E+10,1.342533E+10,1.167568E+10,1.447512E+10,1.047592E+10,0.8462206,0.939321,0.7930202,1.039072,0.6666695,1.312539E+10,1.392523E+10,1.222557E+10,1.45751E+10,1.072587E+10,0.8395705,0.9659212,0.7797202,0.9991714,0.6600195,4.447162E+10,4.785848E+10,3.95216E+10,5.124533E+10,3.795844E+10,0,4
570848884432070656,26,,507,52353,64,163.79985,1.6753203,-0.001156325,7.447049E-05,STAR,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
570879945635555328,26,,507,52353,177,163.07555,2.1902847,0.1150509,3.97818E-05,GALAXY,1.112669E+10,1.432531E+10,8.877669E+09,1.447524E+10,7.728167E+09,1.497924,1.544474,0.9925213,1.996677,0.75312,1.412539E+10,1.467516E+10,1.192635E+10,1.497503E+10,9.627344E+09,1.571075,1.743976,1.085622,1.996677,0.7797202,7.016071E+10,7.965712E+10,5.762544E+10,8.155641E+10,5.078802E+10,0.05,4,9.42613E+09,9.92603E+09,7.27656E+09,1.297542E+10,5.72687E+09,1.245223,1.318373,1.125522,1.624275,0.5004186,1.067588E+10,1.102581E+10,7.37654E+09,1.297542E+10,6.0768E+09,1.604325,1.684125,1.118872,1.757276,0.7797202,6.0441E+10,6.122241E+10,4.090565E+10,6.473877E+10,3.465434E+10,0,3
636309131677952000,26,,565,52225,639,135.15794,3.2315242,0.09828857,2.788167E-05,GALAXY,1.022708E+10,1.2726E+10,8.177973E+09,1.497503E+10,6.228817E+09,1.112222,1.112222,0.9792213,1.511224,0.7730702,1.2726E+10,1.402544E+10,1.142656E+10,1.497503E+10,1.007715E+10,1.664175,1.810476,1.431424,1.810476,1.125522,5.703252E+10,6.587461E+10,4.614994E+10,7.267622E+10,3.390703E+10,0,3,9.22617E+09,1.217558E+10,6.82665E+09,1.347532E+10,5.077E+09,0.8395705,0.9991714,0.8063203,1.418124,0.6666695,1.297542E+10,1.352531E+10,8.47632E+09,1.497502E+10,8.22637E+09,1.504574,1.617625,1.025771,1.757276,0.6866196,4.825286E+10,5.572057E+10,3.189502E+10,6.354388E+10,2.727216E+10,0,4
637272029204080640,26,,566,52238,46,137.37826,2.5827205,0.1639698,1.537097E-05,GALAXY,9.527387E+09,1.162648E+10,7.428298E+09,1.20263E+10,5.229251E+09,1.065672,1.378224,0.75977,1.750626,0.580219,1.417537E+10,1.497503E+10,1.207628E+10,1.497503E+10,8.927648E+09,1.032422,1.803826,0.6999197,1.996677,0.5004186,1.154789E+11,1.360545E+11,9.490335E+10,1.454849E+11,7.261318E+10,0.09333333,6,4.02721E+09,6.17678E+09,2.87744E+09,6.47672E+09,1.22777E+09,1.125522,1.458024,0.5935192,1.458024,0.566919,5.72687E+09,9.87604E+09,3.97722E+09,1.267548E+10,2.42753E+09,1.172072,1.604325,0.5336688,1.670825,0.3740679,3.905183E+10,5.36891E+10,2.349972E+10,7.107087E+10,1.618108E+10,0.1966667,5
637303090407565312,26,,566,52238,159,137.09611,3.1721638,9.663341E-05,9.279083E-06,STAR,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
637334151611049984,26,,566,52238,272,135.91881,3.1058395,0.07126295,1.361171E-05,GALAXY,7.828124E+09,8.977626E+09,7.128428E+09,9.477409E+09,5.579099E+09,1.471324,1.544474,1.344973,1.750626,1.251873,9.827257E+09,1.127663E+10,8.227951E+09,1.172643E+10,7.628211E+09,1.617625,1.750626,1.378224,1.850376,1.231923,7.50769E+10,8.865469E+10,5.923615E+10,9.374636E+10,5.527596E+10,0,6,1.052591E+10,1.102581E+10,9.17618E+09,1.137574E+10,7.97642E+09,1.132172,1.251873,1.065672,1.331673,1.065672,1.087584E+10,1.172567E+10,9.67608E+09,1.212559E+10,8.0764E+09,1.258523,1.444724,1.125522,1.497924,0.9659212,9.401247E+10,1.011212E+11,8.216452E+10,1.040832E+11,7.090899E+10,0,5
637350919163373568,26,,566,52238,333,135.62272,3.8214426,0.1752735,3.330231E-05,GALAXY,1.412539E+10,1.462518E+10,1.067689E+10,1.497503E+10,9.477409E+09,1.517874,1.757276,1.418124,1.996677,1.411474,1.467516E+10,1.487507E+10,1.377555E+10,1.497503E+10,1.257607E+10,1.803826,1.916877,1.717375,1.996677,1.657525,2.232864E+11,2.295963E+11,1.890332E+11,2.313991E+11,1.619911E+11,0.01333333,3,1.087584E+10,1.272547E+10,9.32615E+09,1.317538E+10,7.97642E+09,1.158772,1.331673,1.105572,1.584375,0.75312,1.417518E+10,1.462509E+10,1.277546E+10,1.497502E+10,1.142573E+10,1.497924,1.704075,1.105572,1.910226,0.7664201,1.730055E+11,1.859783E+11,1.553996E+11,1.952445E+11,1.229677E+11,0,4
637381980366858240,26,,566,52238,446,136.85568,4.1299618,0.1234994,2.54112E-05,GALAXY,1.092678E+10,1.107672E+10,7.628211E+09,1.347568E+10,7.328341E+09,1.624275,1.996677,1.624275,1.996677,1.251873,1.287594E+10,1.347568E+10,1.022708E+10,1.432531E+10,9.827257E+09,1.717375,1.996677,1.624275,1.996677,1.351623,1.682079E+11,1.70854E+11,1.293982E+11,1.999612E+11,1.205779E+11,0,5,9.92603E+09,1.142573E+10,9.32615E+09,1.247552E+10,7.32655E+09,1.331673,1.391524,1.165422,1.497924,0.9991714,1.117578E+10,1.212559E+10,9.72607E+09,1.287544E+10,7.97642E+09,1.198673,1.477974,1.092272,1.597675,0.9991714,1.349013E+11,1.53953E+11,1.249219E+11,1.675613E+11,1.058702E+11,0,4
637413041570342912,26,,566,52238,559,136.99479,3.4423449,0.1079447,1.107855E-05,GALAXY,5.329207E+09,7.428298E+09,3.430031E+09,9.17754E+09,2.530421E+09,1.019122,1.344973,0.5602689,1.398174,0.4804685,7.728167E+09,1.077685E+10,4.579532E+09,1.267602E+10,2.630377E+09,0.7398199,1.251873,0.4206182,1.584375,0.3142176,3.113709E+10,4.545847E+10,2.211992E+10,5.341479E+10,1.628529E+10,0.07,5,4.77706E+09,6.72667E+09,2.97742E+09,8.62629E+09,2.47752E+09,0.6666695,1.045722,0.5403188,1.092272,0.3341677,6.72667E+09,1.067588E+10,3.62729E+09,1.122577E+10,3.17738E+09,0.4073181,0.8462206,0.2543672,1.152122,0.221117,2.424015E+10,3.256196E+10,1.702791E+10,4.032898E+10,1.425398E+10,0.03333334,5
638391332276037632,26,,567,52252,22,140.16726,3.2300474,0.09523809,2.058542E-05,GALAXY,1.017711E+10,1.207628E+10,7.928081E+09,1.297589E+10,5.978926E+09,1.458024,1.697425,1.205323,1.830426,0.9991714,1.177641E+10,1.382552E+10,1.057693E+10,1.38755E+10,8.627778E+09,1.517874,1.717375,1.118872,1.996677,1.092272,1.095684E+11,1.188817E+11,8.961131E+10,1.295254E+11,7.43109E+10,0,5,1.047592E+10,1.147572E+10,9.47612E+09,1.197562E+10,6.97662E+09,1.092272,1.251873,0.9991714,1.497924,0.9526212,1.087584E+10,1.192563E+10,7.02661E+09,1.272547E+10,7.02661E+09,1.178722,1.497924,0.9459711,1.531174,0.9459711,1.041683E+11,1.143344E+11,8.79025E+10,1.163676E+11,7.299221E+10,0,2
638408099828361216,26,,567,52252,83,139.47177,2.8204893,0.1427925,3.220634E-05,GALAXY,3.629944E+09,5.529121E+09,2.880269E+09,7.478276E+09,1.930681E+09,0.6334193,0.6334193,0.4937686,1.251873,0.4538684,5.329207E+09,8.327907E+09,2.880269E+09,8.327907E+09,2.330508E+09,0.9991714,1.172072,0.4339182,1.285123,0.394018,3.047417E+10,3.949012E+10,2.145821E+10,4.790501E+10,1.604864E+10,0.16,2,6.47672E+09,1.117578E+10,5.077E+09,1.247552E+10,3.47732E+09,0.9526212,1.251873,0.6334193,1.497924,0.4538684,6.92663E+09,1.192563E+10,4.97702E+09,1.302541E+10,3.92723E+09,0.9925213,1.305073,0.4937686,1.956777,0.4671684,5.297444E+10,7.986227E+10,4.380814E+10,8.841748E+10,2.791988E+10,0.006666667,2
638439161031845888,26,,567,52252,196,138.5084,3.3618399,0.1599666,3.734296E-05,GALAXY,6.528688E+09,8.977626E+09,5.029338E+09,1.047698E+10,4.179706E+09,1.863676,1.996677,1.378224,1.996677,1.205323,1.057693E+10,1.197633E+10,8.327907E+09,1.327576E+10,6.778579E+09,1.837076,1.996677,1.291773,1.996677,1.045722,1.540944E+11,1.907514E+11,1.239834E+11,2.051523E+11,1.017274E+11,0.08666667,4,1.047592E+10,1.137574E+10,8.72627E+09,1.147572E+10,5.97682E+09,1.544474,1.750626,1.451374,1.996677,1.411474,1.097582E+10,1.167568E+10,9.0762E+09,1.247552E+10,5.97682E+09,1.637575,1.803826,1.444724,1.996677,1.245223,2.351984E+11,2.512621E+11,1.870074E+11,2.606326E+11,1.428323E+11,0,3
638470222235330560,26,,567,52252,309,137.91396,3.0953939,0.2433245,6.510519E-05,GALAXY,9.477409E+09,1.112669E+10,6.178839E+09,1.212626E+10,1.980659E+09,1.497924,1.750626,0.9991714,1.996677,0.8728207,1.362561E+10,1.462518E+10,9.927214E+09,1.482509E+10,1.980659E+09,1.458024,1.763926,0.6999197,1.996677,0.5004186,1.924717E+11,2.0652E+11,1.030733E+11,2.154598E+11,4.815714E+10,0.1833333,4,4.12719E+09,7.32655E+09,1.37774E+09,8.72627E+09,1.12779E+09,1.664175,1.996677,1.305073,1.996677,1.085622,6.22677E+09,8.82625E+09,1.77766E+09,1.022597E+10,1.22777E+09,1.364923,1.996677,1.039072,1.996677,0.7132198,6.422809E+10,9.586666E+10,3.396512E+10,1.371343E+11,2.571158E+10,0.1866667,4
638501283438815232,26,,567,52252,422,138.3348,3.7662559,0.08784717,4.844028E-06,GALAXY,5.679056E+09,7.728167E+09,5.329207E+09,9.677322E+09,4.879402E+09,0.5203687,0.5935192,0.3408177,0.6733196,0.1679167,5.828991E+09,8.827691E+09,5.179273E+09,1.107672E+10,4.879402E+09,0.5270188,0.6334193,0.2876174,0.7797202,0.1014164,3.514092E+10,4.606097E+10,3.192915E+10,5.441159E+10,2.935972E+10,0,4,4.02721E+09,5.077E+09,2.92743E+09,5.077E+09,2.32755E+09,0.7132198,0.8262705,0.6400694,0.9127209,0.6400694,8.97622E+09,1.067588E+10,6.5767E+09,1.067588E+10,5.37694E+09,0.4073181,0.566919,0.3009175,0.6733196,0.3009175,2.392695E+10,2.794826E+10,2.057585E+10,2.794826E+10,1.588431E+10,0.02,5
638532344642299904,26,,567,52252,535,139.63558,3.9048746,0.3718581,0.0001073678,GALAXY,1.257607E+10,1.397546E+10,9.577366E+09,1.497503E+10,7.478276E+09,1.411474,1.677475,1.271823,1.996677,0.926021,1.442526E+10,1.487507E+10,1.217624E+10,1.497503E+10,8.927648E+09,1.857026,1.996677,1.211973,1.996677,1.211973,5.220676E+11,5.336349E+11,3.925141E+11,5.498291E+11,2.467664E+11,0,2,4.17718E+09,8.87624E+09,2.0776E+09,1.017598E+10,1.02781E+09,1.291773,1.624275,0.8794707,1.664175,0.5004186,6.0768E+09,9.77606E+09,3.5773E+09,1.292543E+10,2.42753E+09,1.098922,1.604325,0.5336688,1.996677,0.2344171,1.002269E+11,1.531327E+11,6.655954E+10,1.843953E+11,4.251144E+10,0.26,5
638549112194623488,26,,567,52252,596,139.79248,3.5979127,1.096195,0.0004619703,QSO,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
612645991778117632,26,,544,52201,569,120.85317,39.974245,0.04194855,5.49088E-06,GALAXY,4.779446E+09,5.978926E+09,3.030204E+09,6.678623E+09,1.930681E+09,0.6400694,0.8528706,0.566919,1.072322,0.3208676,1.017711E+10,1.212626E+10,7.378319E+09,1.392548E+10,3.579966E+09,0.1280165,0.4871185,0.08146627,0.9858713,0.04156604,1.798623E+09,2.568554E+09,1.209853E+09,3.157325E+09,8.475323E+08,0.1433333,5,6.62669E+09,9.37614E+09,4.42713E+09,1.062589E+10,2.42753E+09,0.4605184,0.6400694,0.4605184,1.005821,0.2543672,1.072587E+10,1.212559E+10,6.87664E+09,1.367528E+10,5.92683E+09,0.1014164,0.2477172,0.04156604,0.4605184,0.008315858,2.292564E+09,3.109646E+09,1.667736E+09,3.638347E+09,1.042908E+09,0,3
613617410318034944,26,,545,52202,7,121.91722,39.764541,0.3652712,0.000286897,GALAXY,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
