specObjID,sigma_balmer,sigma_balmer_err,sigma_forbidden,sigma_forbidden_err,v_off_balmer,v_off_balmer_err,v_off_forbidden,v_off_forbidden_err,oii_3726_cont,oii_3726_cont_err,oii_3726_reqw,oii_3726_reqw_err,oii_3726_eqw,oii_3726_eqw_err,oii_3726_flux,oii_3726_flux_err,oii_3726_inst_res,oii_3726_chisq,oii_3729_cont,oii_3729_cont_err,oii_3729_reqw,oii_3729_reqw_err,oii_3729_eqw,oii_3729_eqw_err,oii_3729_flux,oii_3729_flux_err,oii_3729_inst_res,oii_3729_chisq,neiii_3869_cont,neiii_3869_cont_err,neiii_3869_reqw,neiii_3869_reqw_err,neiii_3869_eqw,neiii_3869_eqw_err,neiii_3869_flux,neiii_3869_flux_err,neiii_3869_inst_res,neiii_3869_chisq,h_delta_cont,h_delta_cont_err,h_delta_reqw,h_delta_reqw_err,h_delta_eqw,h_delta_eqw_err,h_delta_flux,h_delta_flux_err,h_delta_inst_res,h_delta_chisq,h_gamma_cont,h_gamma_cont_err,h_gamma_reqw,h_gamma_reqw_err,h_gamma_eqw,h_gamma_eqw_err,h_gamma_flux,h_gamma_flux_err,h_gamma_inst_res,h_gamma_chisq,oiii_4363_cont,oiii_4363_cont_err,oiii_4363_reqw,oiii_4363_reqw_err,oiii_4363_eqw,oiii_4363_eqw_err,oiii_4363_flux,oiii_4363_flux_err,oiii_4363_inst_res,oiii_4363_chisq,h_beta_cont,h_beta_cont_err,h_beta_reqw,h_beta_reqw_err,h_beta_eqw,h_beta_eqw_err,h_beta_flux,h_beta_flux_err,h_beta_inst_res,h_beta_chisq,oiii_4959_cont,oiii_4959_cont_err,oiii_4959_reqw,oiii_4959_reqw_err,oiii_4959_eqw,oiii_4959_eqw_err,oiii_4959_flux,oiii_4959_flux_err,oiii_4959_inst_res,oiii_4959_chisq,oiii_5007_cont,oiii_5007_cont_err,oiii_5007_reqw,oiii_5007_reqw_err,oiii_5007_eqw,oiii_5007_eqw_err,oiii_5007_flux,oiii_5007_flux_err,oiii_5007_inst_res,oiii_5007_chisq,hei_5876_cont,hei_5876_cont_err,hei_5876_reqw,hei_5876_reqw_err,hei_5876_eqw,hei_5876_eqw_err,hei_5876_flux,hei_5876_flux_err,hei_5876_inst_res,hei_5876_chisq,oi_6300_cont,oi_6300_cont_err,oi_6300_reqw,oi_6300_reqw_err,oi_6300_eqw,oi_6300_eqw_err,oi_6300_flux,oi_6300_flux_err,oi_6300_inst_res,oi_6300_chisq,nii_6548_cont,nii_6548_cont_err,nii_6548_reqw,nii_6548_reqw_err,nii_6548_eqw,nii_6548_eqw_err,nii_6548_flux,nii_6548_flux_err,nii_6548_inst_res,nii_6548_chisq,h_alpha_cont,h_alpha_cont_err,h_alpha_reqw,h_alpha_reqw_err,h_alpha_eqw,h_alpha_eqw_err,h_alpha_flux,h_alpha_flux_err,h_alpha_inst_res,h_alpha_chisq,nii_6584_cont,nii_6584_cont_err,nii_6584_reqw,nii_6584_reqw_err,nii_6584_eqw,nii_6584_eqw_err,nii_6584_flux,nii_6584_flux_err,nii_6584_inst_res,nii_6584_chisq,sii_6717_cont,sii_6717_cont_err,sii_6717_reqw,sii_6717_reqw_err,sii_6717_eqw,sii_6717_eqw_err,sii_6717_flux,sii_6717_flux_err,sii_6717_inst_res,sii_6717_chisq,sii_6731_cont,sii_6731_cont_err,sii_6731_reqw,sii_6731_reqw_err,sii_6731_eqw,sii_6731_eqw_err,sii_6731_flux,sii_6731_flux_err,sii_6731_inst_res,sii_6731_chisq,ariii7135_cont,ariii7135_cont_err,ariii7135_reqw,ariii7135_reqw_err,ariii7135_eqw,ariii7135_eqw_err,ariii7135_flux,ariii7135_flux_err,ariii7135_inst_res,ariii7135_chisq,oii_sigma,oii_flux,oii_flux_err,oii_voff,oii_chi2,oiii_sigma,oiii_flux,oiii_flux_err,oiii_voff,oiii_chi2,spectofiber
324298514265827328,81.3349,14.14746,140.2792,15.88387,39.21248,11.64838,-19.10094,15.60448,8.190159,1.919072,-4.383948,0.865338,-7.104817,0.865338,14.76498,6.015748,79.42689,1.377792,8.194638,1.92823,-4.383948,0.865338,-7.104817,0.865338,29.83944,6.193871,79.38508,1.38067,7.385046,1.510643,0.4166136,0.8124123,-0.6048592,0.8124123,10.16128,3.758616,77.04405,0.9565212,13.63515,1.230866,0.9554901,0.3973473,0.1917685,0.3973473,-2.810994,2.744038,73.18559,2.351767,15.87745,1.077383,-0.7126515,0.3231822,-0.2541327,0.3231822,2.10045,2.563146,69.33248,0.3151087,16.51267,1.102017,-0.1842176,0.3661768,0.8215274,0.3661768,-8.395593,3.35326,68.98436,0.7248372,21.34572,0.9788449,1.631754,0.2152832,-0.3525824,0.2152832,8.62144,2.423227,61.50591,1.132526,21.38211,1.116936,-0.6288857,0.2218754,-0.1103814,0.2218754,7.101645,3.190183,60.14654,0.9234716,20.85322,1.069287,0.4745051,0.2202958,-0.6571164,0.2202958,17.59427,3.221483,59.48492,1.082639,24.23007,0.7489276,-0.1851568,0.1718596,-0.2779121,0.1718596,5.572218,2.830894,62.80667,0.5013329,23.14689,0.5225397,-0.1609464,0.153237,-0.0266143,0.153237,1.506401,2.658282,58.67536,0.4962219,23.99363,0.9787849,-0.5714696,0.1578543,-0.3368549,0.1578543,9.47266,1.056839,56.52244,0.6250644,23.98771,0.9539565,0.541114,0.1536287,-1.121347,0.1536287,25.69945,2.718315,56.39904,0.5848601,23.90678,0.9657974,-1.309018,0.1631923,-1.336652,0.1631923,28.57173,3.187667,56.22754,0.6367787,23.27542,0.7721201,-0.492206,0.1590904,-0.6708116,0.1590904,15.16014,2.987009,55.19787,0.90723,23.21886,0.7775818,0.02588618,0.1567617,0.08165329,0.1567617,-0.9215719,2.795509,55.09525,0.8972459,21.94601,0.718407,0.3967418,0.1439116,0.2746644,0.1439116,-6.076873,3.529605,52.5762,0.906353,226.8873,51.94297,266.5334,-39.9341,1.305181,98.65366,15.44799,3.228626,-19.07252,1.080295,0.7197443
324315281818150912,1,0,99.13202,37.09564,30.16364,27.44075,276.842,33.12403,6.284851,1.1357,1.26105,0.7396688,-1.150339,0.7396688,1.36053,2.988161,72.82674,0.4116683,6.294102,1.133302,1.26105,0.7396688,-1.150339,0.7396688,0.09651312,2.642625,72.78878,0.4925974,5.733096,1.005917,2.000864,0.7537755,1.224193,0.7537755,0.09623972,2.256651,70.68784,0.6600997,11.18388,0.8205601,0.422617,0.3843713,-0.1858508,0.3843713,2.495956,1.783667,67.23196,1.582924,13.39033,0.9758207,-0.3645608,0.3020511,0.3525022,0.3020511,1.485856,1.627404,63.7317,1.0297,14.01275,1.008336,-1.226367,0.3426244,0.2483536,0.3426244,1.079678,2.324588,63.39938,0.596041,18.58863,0.960348,1.601099,0.2275786,-0.3146792,0.2275786,-0.230701,1.753493,56.52633,0.4467924,18.73051,0.8911508,-0.5358191,0.236816,0.1319361,0.236816,0.2240126,2.554654,55.26517,0.4293685,18.44372,0.9104651,0.7631382,0.2494203,-0.6135468,0.2494203,10.87507,3.10236,55.05905,0.3483724,20.91711,0.5632752,0.6034406,0.1617277,0.1419706,0.1617277,-1.525511,1.511267,57.8657,0.7108104,19.488,0.6750229,-0.1412605,0.1980939,0.09581696,0.1980939,-0.8980938,2.556675,54.46818,0.9696777,20.20335,0.8458435,-0.5564148,0.1843464,-0.3929837,0.1843464,2.463283,1.158703,53.01205,0.8472179,20.21613,0.858022,0.8731047,0.2987851,-0.5311002,0.2987851,6.887973,3.181415,52.94287,0.4048741,20.21639,0.8442346,-0.3023144,0.2532201,-0.4829246,0.2532201,7.429832,3.494914,52.83699,1.906944,19.62514,0.5101429,0.1327376,0.1987864,-0.1195045,0.1987864,0.7476988,2.480176,52.22816,0.4873585,19.58717,0.6012388,0.1740562,0.2130422,0.1150032,0.2130422,-0.1589448,2.477954,52.17001,0.3986914,18.31547,0.7216462,0.1947637,0.1593839,-0.01246206,0.1593839,3.214926,2.945004,50.90837,0.5229798,1,3.681149,2.929405,-22.76565,0.3876396,91.68703,10.68186,3.172586,294.7341,0.3566948,0.7065113
324346343021635584,59.971,1.158526,56.69157,1.668405,0.5455782,0.9690701,-5.378359,1.237876,12.77068,1.749022,-26.05183,0.6439673,-26.7002,0.6439673,148.6067,5.227135,83.50641,2.246069,12.83786,1.740172,-26.05183,0.6439673,-26.7002,0.6439673,193.9708,5.466195,83.4481,2.40611,15.2942,2.120778,-3.544631,0.4371221,-1.688147,0.4371221,24.51213,3.255625,80.32092,1.761816,15.40493,1.579182,2.154537,0.3299929,-1.6471,0.3299929,27.20914,2.568206,75.49641,2.210721,13.83157,1.028417,1.013549,0.3464627,-2.679272,0.3464627,40.15137,2.520212,70.96825,3.239858,13.68648,1.108794,-1.0774,0.4279485,-0.4404069,0.4279485,5.172746,2.47831,70.55525,2.907374,11.16925,0.9691364,-5.461847,0.3964396,-8.928493,0.3964396,103.1975,2.748809,62.6285,3.302464,11.13416,0.8465931,-6.264452,0.3930458,-5.708107,0.3930458,66.8163,2.575762,61.27829,0.650546,11.0958,0.8159056,-18.00165,0.4371783,-18.07435,0.4371783,204.8305,3.609361,60.65754,1.500309,8.779522,0.6180522,-1.212001,0.3359425,-1.269657,0.3359425,14.63298,1.747691,63.58364,2.138777,7.845741,0.5840291,-2.301481,0.3206005,-2.326365,0.3206005,14.23702,1.428592,59.05519,1.330497,7.229976,2.28994,-1.876658,0.3627149,-1.88745,0.3627149,14.75064,0.5631388,57.05886,0.8791937,7.204496,2.261862,-40.29367,0.545737,-42.73079,0.545737,304.7628,3.484917,56.95134,1.051801,7.190248,2.248886,-6.322468,0.3779004,-6.332801,0.3779004,44.49133,1.698555,56.81351,0.6431578,7.011272,0.6619308,-8.18152,0.3883169,-8.036456,0.3883169,56.11597,1.86591,55.94547,3.592068,6.98041,0.6820729,-5.749379,0.3699414,-5.559312,0.3699414,37.77137,1.672556,55.86109,0.8846606,6.518823,0.7009525,-0.3412491,0.4140885,-0.4712483,0.4140885,4.979557,2.022155,53.88591,1.558694,58.16315,343.0719,10.36075,-25.19364,0.8708402,54.71674,203.9061,3.656306,-6.28168,1.53767,0.8125879
324377404225120256,78.34981,10.5625,500,0,1.329868,7.745369,-141.2183,61.86129,0,0,0,-1,0,-1,0,-0.703232,0,0,0,0,0,-1,0,-1,0,-0.703232,0,0,86.58684,5.053503,-1.54758,0.1570377,-1.009097,0.1570377,102.9345,14.83224,76.18633,2.587294,102.949,2.885587,2.048009,0.1033349,-0.2252323,0.1033349,-11.22771,4.662595,71.33251,3.215204,98.55253,2.513198,1.422552,0.1028318,0.01623895,0.1028318,-21.17187,4.339379,67.15176,1.471667,100.9881,2.369879,-0.1636367,0.126462,0.1420292,0.126462,-11.90304,12.50616,66.78701,0.7784297,100.9974,1.851316,2.753823,0.09103166,0.2657812,0.09103166,-36.43784,4.358723,60.47971,1.67017,99.81627,2.121017,-0.2058076,0.1015438,-0.0338949,0.1015438,-12.73764,12.24123,59.57642,1.266451,98.08633,1.927436,0.3884252,0.09922692,-0.1651793,0.09922692,5.009843,11.9111,59.16491,0.7899922,86.08376,2.391047,-0.01616388,0.1000972,0.09403703,0.1000972,-1.246611,5.076661,60.96517,0.294903,78.66729,1.45067,0.01007724,0.1105076,-0.0163285,0.1105076,3.815257,11.58317,65.35543,0.8334225,74.32286,1.741904,0.1941201,0.1025143,0.1456416,0.1025143,-10.46682,3.386498,62.47229,0.8943274,74.14468,1.451098,2.934103,0.09141093,0.9646232,0.09141093,-57.16551,4.641095,62.31014,1.266319,73.92243,1.413792,0.2756977,0.1026643,0.2643759,0.1026643,-31.57034,10.21445,62.08506,0.7945085,72.90128,0.7878996,0.1336937,0.1013971,-0.05602817,0.1013971,-11.53603,14.23895,60.75785,0.2420096,72.68851,0.8548785,-0.01243323,0.1020846,-0.1595857,0.1020846,28.48329,14.11389,60.60986,0.4697385,65.98372,1.44258,-0.236209,0.07662462,-0.4814507,0.07662462,84.88348,10.35107,57.34293,1.310153,100.3633,0,0.9945203,1.703514,0,500,1.469388,11.95881,-300,0.8896043,0.703232
324408465428604928,500,0,123.8357,30.84743,120.526,85.28329,44.25375,29.71832,4.165066,1.192722,-0.5135853,1.099494,-2.473562,1.099494,3.639922,3.151154,64.58736,0.6915812,4.165247,1.184379,-0.5135853,1.099494,-2.473562,1.099494,7.347266,3.162515,64.54362,1.009289,3.963056,0.9179289,-0.9531663,0.9852843,-0.3470087,0.9852843,2.893863,2.154693,62.32967,0.8217339,6.817247,0.7669803,1.73906,0.5217258,0.1985096,0.5217258,-3.13919,4.062904,59.31758,0.9250905,7.58887,0.7710963,-0.185289,0.4395032,-0.2290981,0.4395032,0.9125341,3.74881,57.03318,0.9797582,7.823403,0.7458944,-0.7098282,0.5136546,0.6581811,0.5136546,-6.32862,2.143854,56.85093,1.003039,10.09612,0.6752632,1.535006,0.3745168,-0.6454368,0.3745168,12.05001,4.501621,54.42596,0.7065508,10.25864,0.6928502,-0.7197504,0.361383,-0.2151134,0.361383,3.420955,2.334288,54.48523,1.041836,10.12986,0.7147197,0.3913866,0.3598478,-0.6812868,0.3598478,4.712205,2.369362,58.67641,0.596013,11.02948,0.3702486,-0.002340122,0.228736,0.01475849,0.228736,-1.866907,3.24867,57.86622,0.7367473,10.61497,0.5353547,-0.5555663,0.2490028,-0.3764538,0.2490028,4.018713,1.882313,53.6265,0.2933321,10.88624,0.6847633,-0.5000482,0.2694632,-0.2372579,0.2694632,1.906432,0.7837326,51.70101,1.286327,10.8833,0.6537172,-0.126832,0.2440836,-1.746233,0.2440836,30.66532,3.841326,51.59777,1.255726,10.86941,0.6694133,-2.05653,0.2679519,-1.982248,0.2679519,5.750239,2.363916,51.45557,2.289577,10.79197,0.581824,0.1810289,0.3053437,-0.0329816,0.3053437,4.54171,2.18715,50.64959,1.052571,10.78534,0.5695571,-0.2110691,0.2962191,-0.2357038,0.2962191,4.70325,2.34859,50.56369,0.7399152,10.2319,0.6375748,0.42649,0.2817786,0.2506324,0.2817786,-6.702834,2.796475,49.00919,0.8269091,108.9238,10.40265,9.674934,9.479042,0.6975231,156.1815,5.63924,2.913841,-77.50089,0.5303352,0.7637259
325389504510715904,78.27857,6.614439,81.67267,13.1822,9.900173,5.17743,-10.19906,12.4283,4.031748,1.922156,-4.655612,1.626718,-5.591088,1.626718,13.41729,3.804045,83.7574,0.7132713,4.009968,1.927275,-4.655612,1.626718,-5.591088,1.626718,9.346355,3.809609,83.69722,1.043947,4.169348,1.425046,-1.964602,1.342649,-2.336231,1.342649,6.528057,2.766579,81.32101,1.256528,5.601338,1.13251,1.611756,0.8326867,0.2877064,0.8326867,0.5871512,2.454146,77.69358,0.9839058,5.833502,1.154379,-2.239348,0.7916353,-2.315149,0.7916353,5.933311,2.334068,74.40846,0.8228834,6.26198,1.174608,0.3661516,0.8938286,1.382368,0.8938286,2.65527,2.620195,74.11261,3.130426,7.286117,0.9767537,1.967282,0.5558312,0.03122721,0.5558312,8.662747,2.234676,68.63604,1.182538,7.344018,1.082737,-2.303775,0.5721488,-1.719658,0.5721488,9.160745,2.447284,67.75195,0.313315,7.266528,1.085569,-2.296579,0.8356828,-2.847958,0.8356828,11.02817,2.503057,67.34191,0.6652175,8.406156,0.4711198,0.4671551,0.3487829,0.4292162,0.3487829,-1.832827,1.967904,66.58366,1.141553,8.143466,0.5578266,-0.2573391,0.3727524,-0.1616651,0.3727524,4.325443,2.042798,64.74504,0.8504589,8.168224,1.25763,-1.209815,0.4337055,-0.6217443,0.4337055,10.25286,1.198784,63.86161,0.6258599,8.143927,0.7197348,-5.605739,0.422985,-7.050179,0.422985,60.75353,2.723678,63.80994,0.8844525,8.126564,0.736812,-4.124585,0.448961,-3.690121,0.448961,30.92501,3.615805,63.74265,2.764575,8.224332,0.6989107,-0.7111897,0.3751453,-0.8081051,0.3751453,8.563727,2.098776,63.28964,0.7360378,8.221593,0.756533,-1.090084,0.3764351,-1.055666,0.3764351,6.995246,2.180962,63.23699,2.45276,7.697943,0.7565124,-0.2599566,0.3624441,-0.4506725,0.3624441,2.028593,2.515175,61.79766,1.336114,155.1862,26.1528,45.91363,24.3429,0.9390652,100.2912,12.00569,2.980848,18.45482,0.6241028,0.7362226
325420565714200576,42.91124,5.21183,60.35321,7.351534,-2.247208,3.43917,10.30183,5.821506,4.511424,1.654254,-3.844476,1.28258,-4.269407,1.28258,7.687359,2.888746,78.33429,0.8183824,4.514417,1.660145,-3.844476,1.28258,-4.269407,1.28258,11.74085,2.964093,78.27455,0.6057009,4.930264,1.2156,-3.096237,0.9972873,-0.6821055,0.9972873,5.311578,2.380911,75.14722,0.9004835,6.762356,0.9156642,3.355559,0.6213734,1.005143,0.6213734,5.524972,2.137888,70.53909,0.8698429,6.975517,0.7777748,-0.02193527,0.58311,-1.238757,0.58311,10.11767,1.775282,66.47359,0.5991281,7.101851,0.7700668,-0.5311765,0.6601139,0.5560678,0.6601139,-2.717662,1.890679,66.11647,1.180879,7.995876,0.7361336,1.36466,0.4503437,-1.195816,0.4503437,12.95259,1.765592,59.79126,0.8464267,8.25706,0.8672103,-1.507681,0.4482534,-1.368832,0.4482534,8.120354,1.916221,58.83525,1.146505,8.218163,0.8705647,-0.7519654,0.9220638,-1.877782,0.9220638,15.97594,4.717163,58.40983,1.093255,8.195351,0.5111094,-0.5135897,0.3289808,-0.2813713,0.3289808,0.8074505,1.339476,62.69188,0.3509289,7.808637,0.4736947,0.1455398,0.3162026,0.1166369,0.3162026,0.7122604,1.336751,60.06988,0.3881167,7.91591,0.8417324,-2.070749,0.4120447,-1.706833,0.4120447,13.4251,0.9382392,58.94291,1.665686,7.930138,0.8788599,-6.893026,0.4620972,-8.7634,0.4620972,67.61229,2.976288,58.88273,0.1635304,7.899948,0.8060229,-6.719106,0.4906938,-6.519655,0.4906938,40.49321,2.829943,58.8058,2.88185,7.762575,0.6829682,-2.512939,0.3892308,-2.588433,0.3892308,15.90356,1.702664,58.32348,1.420812,7.719167,0.5456707,-1.658544,0.3401434,-1.553893,0.3401434,10.09546,1.574017,58.27684,0.4306693,7.578902,0.6111452,0.4477428,0.3204021,0.07030455,0.3204021,0.1079852,1.783692,57.19606,0.4660134,1,19.02927,3.728646,-1.408644,0.5293049,21.7254,17.20873,5.389125,6.381752,1.192255,0.7075673
325437333266524160,500,0,414.3239,113.5417,187.1013,159.45,-300,0,5.567127,1.342844,2.97474,1.164111,1.581306,1.164111,5.204326,17.49861,76.88478,0.7998044,5.561988,1.356761,2.97474,1.164111,1.581306,1.164111,-14.04447,17.84962,76.83948,0.6710554,5.470035,1.43602,-1.68142,0.9848469,-2.523948,0.9848469,10.646,5.466231,74.40207,1.190904,10.49721,1.233482,0.7109611,0.4816514,0.01273893,0.4816514,-2.26539,5.670383,70.58671,1.258764,11.42274,1.010682,-0.3127735,0.4384731,0.5151539,0.4384731,-5.732793,5.96047,66.94372,0.813941,12.02233,0.900001,-0.9946526,0.481844,0.6787477,0.481844,-6.852886,5.466215,66.60815,0.6782205,15.50958,0.9732891,1.885676,0.2945922,-0.2482999,0.2945922,3.268588,5.43904,60.05998,1.074697,15.33031,0.8993382,-0.4526157,0.3115346,0.2118561,0.3115346,-2.820985,5.291375,58.92324,0.8284208,14.77696,0.8921989,-1.345064,0.4905647,-2.460988,0.4905647,23.07887,7.210488,58.3979,0.8914032,16.50126,0.6823553,0.2761452,0.2246647,0.2835575,0.2246647,-8.119551,4.800604,61.18184,0.992785,15.64834,0.5778584,-0.04192629,0.2196076,0.01585367,0.2196076,-0.9994193,4.293226,58.48085,1.065109,16.13941,0.909832,-0.3824067,0.2700593,-0.2861465,0.2700593,0.9740977,3.749861,57.4231,1.091437,16.07117,0.9048097,0.0002335554,0.2728995,-1.524449,0.2728995,34.98778,11.978,57.37053,0.7157934,16.01535,0.882855,-0.8635137,0.2860141,-1.000868,0.2860141,2.938103,11.31043,57.30386,0.8013985,15.476,0.7062927,-0.01942151,0.2352702,-0.2138433,0.2352702,6.065089,5.991203,56.91033,0.7805261,15.45669,0.7040573,0.08543351,0.2706214,0.05342381,0.2706214,0.8123199,5.689252,56.87476,0.827711,14.53053,0.958336,0.3607083,0.2229941,0.006840307,0.2229941,8.16018,6.470927,56.28852,0.8754386,38.47497,-5.615933,5.380189,189.361,0.7536992,245.898,18.26181,6.611116,-300,0.9889516,0.7665024
325468394470008832,154.9135,11.4273,157.5453,12.1741,25.04607,11.80106,13.6787,11.29559,3.329129,1.381415,-6.076943,1.275539,-6.119736,1.275539,7.425847,3.738685,77.1412,1.883489,3.357732,1.395703,-6.076943,1.275539,-6.119736,1.275539,13.14546,3.852091,77.0564,1.983885,3.910831,0.9920421,-1.255908,1.017222,1.280154,1.017222,1.487803,2.543234,73.74384,1.337826,5.75216,0.8781878,3.523719,0.6115348,1.029436,0.6115348,-0.6156064,2.280234,68.84225,1.034349,6.218566,0.8392814,1.542119,0.5353853,-0.04294228,0.5353853,2.618316,2.16115,64.58367,1.020124,6.442046,0.8245921,-2.320364,0.6333539,-0.6666096,0.6333539,1.504337,2.325967,64.20971,1.430788,7.944628,1.001319,0.9332221,0.4563966,-1.914795,0.4563966,17.10608,2.61461,57.64949,0.5026115,8.710785,0.9225157,-1.086431,0.4505432,-0.9342918,0.4505432,6.327979,2.850072,56.6744,0.6923779,8.567709,1.035339,0.3204314,0.5029908,-0.7447676,0.5029908,10.06635,3.081429,56.2432,0.9956627,10.32685,1.002652,0.2869144,0.2574989,0.1651665,0.2574989,2.69469,2.024695,60.07756,2.203317,10.20133,0.8714376,-0.9187701,0.3519391,-0.8416864,0.3519391,3.052447,2.591657,58.3155,2.733531,10.45491,2.651286,-2.235818,0.3245392,-2.065621,0.3245392,23.78893,1.453588,57.78112,0.9072623,10.46859,2.646265,-6.132708,0.550142,-8.235559,0.550142,84.23212,5.414595,57.75874,0.4362091,10.50126,2.822687,-7.127756,0.5295252,-7.071447,0.5295252,71.75292,4.384353,57.73119,1.03004,10.48708,0.7513835,-1.336678,0.3746958,-1.36705,0.3746958,16.25654,3.093997,57.59126,1.628478,10.46486,0.7475733,-1.040788,0.3367596,-0.8630458,0.3367596,11.79386,3.541084,57.58113,0.7196873,10.19869,0.5891301,0.2019752,0.2707427,0.02641914,0.2707427,-0.8764776,3.279444,57.61397,0.6054928,192.5878,22.46911,48.58599,111.631,1.800839,118.4015,11.25237,3.265963,-64.56557,0.7357065,0.7120334
325499455673493504,40.46162,6.591567,45.93154,12.79565,15.26214,3.83167,7.894386,7.974129,3.732196,1.256824,-0.100895,1.40291,-1.242589,1.40291,2.714724,2.241107,70.8633,1.345555,3.738244,1.278902,-0.100895,1.40291,-1.242589,1.40291,6.912762,2.285984,70.83591,1.026399,3.822476,1.308277,1.987826,1.286297,2.515457,1.286297,-2.674734,2.044001,69.36432,2.87288,5.613779,0.8844598,1.42927,0.7431995,0.1410597,0.7431995,2.775946,1.823876,67.04816,0.6932745,6.036374,0.9526768,-0.5889698,0.6676865,-0.5986757,0.6676865,6.167986,1.88693,64.82542,0.6897907,6.153433,0.907446,-0.7705567,0.7763506,0.8123516,0.7763506,0.175777,1.86379,64.6203,1.146146,7.308643,0.7933285,0.4541398,0.5112829,-1.746649,0.5112829,14.0905,1.796368,60.6118,2.851865,7.460553,0.8911282,-1.482367,0.5340934,-0.8621879,0.5340934,4.350207,1.917502,59.92515,0.6984551,7.440618,0.9260435,-0.3680128,0.5820388,-1.316818,0.5820388,7.855535,2.056271,59.59705,1.473772,8.133555,0.5172776,0.3240747,0.2934016,0.4884572,0.2934016,0.3759709,1.262255,63.79963,0.537675,7.75034,0.4940387,-0.1608148,0.3266213,-0.1623353,0.3266213,1.482042,1.363345,60.83698,0.6137906,7.781576,0.5448624,-0.8942568,0.3591762,-0.5282872,0.3591762,5.680768,0.5706361,59.89633,1.987234,7.771472,0.529712,-4.173167,0.3950616,-5.849801,0.3950616,45.79275,2.179294,59.85956,0.7766357,7.749418,0.541142,-2.30407,0.3613909,-2.111869,0.3613909,17.13451,1.721168,59.80523,0.3930863,7.688887,0.864695,-0.06219712,0.4854549,-0.3071365,0.4854549,4.706129,1.92891,59.54134,0.7334177,7.686276,0.7319796,-0.3495092,0.409216,-0.4059671,0.409216,4.235168,1.865542,59.52131,0.7697411,7.085167,0.5071594,0.3148368,0.3154564,0.2779781,0.3154564,-1.883465,1.832172,59.49084,0.311673,66.69366,7.858585,5.094401,-74.46802,0.9952527,65.45793,9.25456,2.579274,-36.56394,0.7999594,0.7167954
325530516876978176,111.2809,78.98318,175.5621,58.59018,42.77781,69.17998,-234.5805,59.56084,2.249535,0.9362059,-1.168707,1.617836,-2.575815,1.617836,-0.309098,3.815035,59.13979,1.184011,2.249204,0.9296219,-1.168707,1.617836,-2.575815,1.617836,6.781106,3.855009,59.12289,1.192292,1.863962,0.8223779,0.320994,1.8831,0.3442084,1.8831,-1.57842,2.230266,58.36774,0.9161111,3.279829,1.064821,1.304295,1.225521,1.380313,1.225521,-1.400497,2.250422,57.81243,0.9323008,3.699859,0.6556562,-0.7059866,0.7950613,-0.3370735,0.7950613,0.4801137,1.678489,68.37779,0.7089936,3.880485,0.5760448,-1.966715,0.9055961,-0.506487,0.9055961,0.2121753,2.007287,68.21278,0.6362185,4.981235,0.5021882,1.523549,0.4662987,0.008480546,0.4662987,-3.017248,1.598986,60.87879,0.6955783,5.129588,0.5800329,-0.2956957,0.5259913,0.2002214,0.5259913,0.562671,1.836979,59.54926,1.077789,4.924027,0.4992127,0.7852619,0.4967494,-0.1298947,0.4967494,-1.281306,1.793587,58.93988,0.9273189,5.328909,0.6592402,-0.1946865,0.649843,-0.1766613,0.649843,1.420377,2.367676,51.78421,0.6794873,4.677195,1.261824,-3.743479,1.351159,-2.747697,1.351159,16.52993,5.104078,51.72814,1.283659,4.964871,1.295708,-1.957462,1.405544,-1.516645,1.405544,3.281842,2.983263,52.87024,0.9874414,5.101977,1.225028,2.229566,1.325178,1.638997,1.325178,-4.487784,4.786294,52.96739,0.5704732,5.268238,1.00849,0,-1,0,-1,9.898791,8.9982,0,0.8043978,0,0,0,-1,0,-1,0,-0.7682521,0,0,0,0,0,-1,0,-1,0,-0.7682521,0,0,0,0,0,-1,0,-1,0,-0.7682521,0,0,100.4107,6.55111,5.511748,-61.98103,1.48363,86.0834,1.71419,1.704777,155.0461,0.9821832,0.7682521
