cntr,ra,dec,sigra,sigdec,sigradec,wx,wy,coadd_id,src,rchi2,xsc_prox,tmass_key,r_2mass,pa_2mass,n_2mass,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,rho12,rho23,rho34,q12,q23,q34,blend_ext_flags,w1mpro,w1sigmpro,w1snr,w1rchi2,w1sat,w1nm,w1m,w1cov,w1frtr,w1flux,w1sigflux,w1sky,w1sigsky,w1conf,w1mag,w1sigmag,w1mcor,w1magp,w1sigp1,w1sigp2,w1dmag,w1mjdmin,w1mjdmax,w1mjdmean,w1rsemi,w1ba,w1pa,w1gmag,w1siggmag,w1flg,w1gflg,ph_qual_det1,w1ndf,w1mlq,w1cc_map,var_flg1,moon_lev1,satnum1,w2mpro,w2sigmpro,w2snr,w2rchi2,w2sat,w2nm,w2m,w2cov,w2frtr,w2flux,w2sigflux,w2sky,w2sigsky,w2conf,w2mag,w2sigmag,w2mcor,w2magp,w2sigp1,w2sigp2,w2dmag,w2mjdmin,w2mjdmax,w2mjdmean,w2rsemi,w2ba,w2pa,w2gmag,w2siggmag,w2flg,w2gflg,ph_qual_det2,w2ndf,w2mlq,w2cc_map,var_flg2,moon_lev2,satnum2,w3mpro,w3sigmpro,w3snr,w3rchi2,w3sat,w3nm,w3m,w3cov,w3frtr,w3flux,w3sigflux,w3sky,w3sigsky,w3conf,w3mag,w3sigmag,w3mcor,w3magp,w3sigp1,w3sigp2,w3dmag,w3mjdmin,w3mjdmax,w3mjdmean,w3rsemi,w3ba,w3pa,w3gmag,w3siggmag,w3flg,w3gflg,ph_qual_det3,w3ndf,w3mlq,w3cc_map,var_flg3,moon_lev3,satnum3,w4mpro,w4sigmpro,w4snr,w4rchi2,w4sat,w4nm,w4m,w4cov,w4frtr,w4flux,w4sigflux,w4sky,w4sigsky,w4conf,w4mag,w4sigmag,w4mcor,w4magp,w4sigp1,w4sigp2,w4dmag,w4mjdmin,w4mjdmax,w4mjdmean,w4rsemi,w4ba,w4pa,w4gmag,w4siggmag,w4flg,w4gflg,ph_qual_det4,w4ndf,w4mlq,w4cc_map,var_flg4,moon_lev4,satnum4,w1mag_1,w1sigmag_1,w1flg_1,w1mag_2,w1sigmag_2,w1flg_2,w1mag_3,w1sigmag_3,w1flg_3,w1mag_4,w1sigmag_4,w1flg_4,w1mag_5,w1sigmag_5,w1flg_5,w1mag_6,w1sigmag_6,w1flg_6,w1mag_7,w1sigmag_7,w1flg_7,w1mag_8,w1sigmag_8,w1flg_8,w2mag_1,w2sigmag_1,w2flg_1,w2mag_2,w2sigmag_2,w2flg_2,w2mag_3,w2sigmag_3,w2flg_3,w2mag_4,w2sigmag_4,w2flg_4,w2mag_5,w2sigmag_5,w2flg_5,w2mag_6,w2sigmag_6,w2flg_6,w2mag_7,w2sigmag_7,w2flg_7,w2mag_8,w2sigmag_8,w2flg_8,w3mag_1,w3sigmag_1,w3flg_1,w3mag_2,w3sigmag_2,w3flg_2,w3mag_3,w3sigmag_3,w3flg_3,w3mag_4,w3sigmag_4,w3flg_4,w3mag_5,w3sigmag_5,w3flg_5,w3mag_6,w3sigmag_6,w3flg_6,w3mag_7,w3sigmag_7,w3flg_7,w3mag_8,w3sigmag_8,w3flg_8,w4mag_1,w4sigmag_1,w4flg_1,w4mag_2,w4sigmag_2,w4flg_2,w4mag_3,w4sigmag_3,w4flg_3,w4mag_4,w4sigmag_4,w4flg_4,w4mag_5,w4sigmag_5,w4flg_5,w4mag_6,w4sigmag_6,w4flg_6,w4mag_7,w4sigmag_7,w4flg_7,w4mag_8,w4sigmag_8,w4flg_8,glat,glon,rjce
3101241000140,0.5982837,-3.5139549,0.2777,0.2731,-0.0643,484.567,777.605,0000m031_ab41,140,1.096,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,-26,30,55,0,0,0,1,15.361,0.05,21.7,1.266,0,12,12,11.769,0,113.63,5.2278,17.923,2.948,0.065,15.086,0.083,0.261,15.368,0.214,0.062,0.65,55367.09740833,55368.08962297,55367.62107358,9999,9999,9999,9999,9999,1,0,129,11,1,0,1,0,0,15.155,0.115,9.5,1.086,0,4,12,11.859,0,54.7,5.7742,44.143,3.949,0.092,14.989,0.175,0.319,15.154,0.311,0.09,1.119,55367.09740833,55368.08962297,55367.62107358,9999,9999,9999,9999,9999,1,0,2,11,0,0,0,0,0,12.174,0.373,2.9,0.88,0,0,12,11.825,0,214.04,73.477,3312.844,28.936,1.547,11.695,9999,0.825,12.066,1.098,0.317,2.394,55367.09740833,55368.08962297,55367.62107358,9999,9999,9999,9999,9999,32,0,4,7,0,0,16,0,0,8.686,9999,1,1.175,0,0,12,11.875,0,17.252,17.951,1114.175,10.427,0.716,8.387,9999,0.576,9.569,3.684,1.064,4.592,55367.09740833,55368.08962297,55367.62107358,9999,9999,9999,9999,9999,32,0,16,5,0,0,16,0,0,15.844,0.095,1,15.347,0.083,1,15.103,0.083,1,14.977,0.083,1,14.902,0.083,1,14.825,0.083,1,14.732,0.083,1,14.592,0.083,1,15.811,0.199,1,15.308,0.175,1,15.048,0.175,1,14.838,0.175,1,14.62,0.175,1,14.401,0.175,1,14.192,0.175,1,14.015,0.175,1,12.98,9999,32,12.52,9999,32,12.331,9999,32,12.377,9999,32,12.292,9999,32,12.11,9999,32,11.947,9999,32,11.794,9999,32,9.4,9999,32,8.963,9999,32,8.618,9999,32,8.326,9999,32,8.066,9999,32,7.83,9999,32,7.616,9999,32,7.417,9999,32,-63.637159779319,94.4194094315126,-13747.91
3101241000141,0.4863881,-3.6490317,0.2771,0.2743,-0.0763,777.152,424.111,0000m031_ab41,141,0.9499,9999,716178918,0.278,113.8,1,15.575,0.074,15.023,0.096,15.12,0.177,-45,32,-27,1,0,0,1,15.321,0.048,22.5,0.8415,0,11,11,10.93,0,117.88,5.242,17.866,3.005,0,15.194,0.058,0.261,15.324,0.172,0.052,0.653,55366.96510454,55367.95731917,55367.47624925,9999,9999,9999,9999,9999,0,0,129,10,0,0,1,0,0,15.906,0.232,4.7,1.058,0,1,11,10.818,0,27.379,5.853,44.327,4.164,0.157,15.548,9999,0.319,15.898,0.855,0.258,2.451,55366.96510454,55367.95731917,55367.47624925,9999,9999,9999,9999,9999,32,0,2,9,0,0,16,0,0,12.496,9999,-2.4,1.021,0,0,11,10.968,0,-194.66,79.518,3310.5,32.192,3.511,11.941,9999,0.825,9999,9999,9999,2.324,55366.96510454,55367.95731917,55367.47624925,9999,9999,9999,9999,9999,32,0,16,3,0,0,16,0,0,8.795,9999,0.1,0.9014,0,0,11,10.915,0,2.8454,22.609,1111.402,11.471,2.548,8.343,9999,0.576,9.796,4.07,1.227,3.255,55366.96510454,55367.95731917,55367.47624925,9999,9999,9999,9999,9999,32,0,16,6,0,0,16,0,0,15.869,0.062,0,15.455,0.058,0,15.288,0.058,0,15.217,0.058,0,15.135,0.058,0,14.97,0.058,0,14.692,0.058,1,14.253,0.058,1,16.79,0.514,0,15.867,9999,32,15.945,9999,32,15.973,9999,32,15.767,9999,32,15.581,9999,32,15.417,9999,32,14.841,9999,32,13.124,9999,32,12.766,9999,32,12.483,9999,32,12.252,9999,32,12.048,9999,32,11.865,9999,32,11.702,9999,32,11.551,9999,32,9.354,9999,32,8.919,9999,32,8.574,9999,32,8.28,9999,32,8.018,9999,32,7.783,9999,32,7.566,9999,32,7.367,9999,32,-63.711422466841,94.0614311859135,1.246776
3101241000143,0.4916063,-3.4995836,0.2915,0.291,-0.0799,763.311,815.369,0000m031_ab41,143,0.9716,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,-47,21,46,1,0,0,1,15.419,0.053,20.6,0.9622,0,13,13,12.898,0,107.77,5.2436,17.881,3,0.132,15.35,0.061,0.261,15.432,0.167,0.046,0.634,55366.96510454,55368.08962297,55367.53498929,9999,9999,9999,9999,9999,0,0,129,12,0,0,1,0,0,15.472,0.153,7.1,0.9874,0,2,13,12.806,0,40.857,5.7403,44.177,4.134,0.317,15.382,0.313,0.319,15.397,0.551,0.153,2.538,55366.96510454,55368.08962297,55367.53498929,9999,9999,9999,9999,9999,0,0,2,11,0,0,16,0,0,11.96,9999,1.8,0.9378,0,1,13,12.724,0,124.99,67.787,3309.912,28.77,0.345,12.074,9999,0.825,12.916,1.974,0.547,2.235,55366.96510454,55368.08962297,55367.53498929,9999,9999,9999,9999,9999,32,0,16,8,0,0,16,0,0,8.734,0.392,2.8,1.018,0,0,13,12.884,0,50.855,18.342,1113.99,10.403,1.088,8.359,9999,0.576,8.475,1.425,0.395,3.941,55366.96510454,55368.08962297,55367.53498929,9999,9999,9999,9999,9999,32,0,4,8,0,0,16,0,0,15.982,0.064,0,15.611,0.061,0,15.509,0.061,1,15.491,0.061,1,15.442,0.061,1,15.314,0.061,1,15.173,0.061,1,15.089,0.061,1,16.106,0.325,0,15.701,0.313,0,15.616,0.313,1,15.666,0.313,1,14.922,0.313,32,14.903,0.313,32,14.962,0.313,32,15.09,0.313,32,13.265,9999,32,12.899,9999,32,12.625,9999,32,12.393,9999,32,12.188,9999,32,12.009,9999,32,11.845,9999,32,11.694,9999,32,9.372,9999,32,8.935,9999,32,8.592,9999,32,8.298,9999,32,8.038,9999,32,7.803,9999,32,7.587,9999,32,7.388,9999,32,-63.5786968905522,94.2166139997083,-13747.37
1601241000432,0.5114601,-2.2035038,0.7198,0.7268,-0.1965,709.895,243.834,0000m016_ab41,432,0.9855,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,28,32,1,0,0,0,1,16.673,0.125,8.7,0.9381,0,5,12,11.91,0,33.954,3.8982,18.008,2.984,0,16.407,0.235,0.261,16.806,0.421,0.122,2.265,55367.49406493,55368.61858328,55368.06183149,9999,9999,9999,9999,9999,1,0,130,11,1,0,0,0,0,16.196,0.285,3.8,1.016,0,0,12,11.771,0,20.978,5.5106,44.329,3.867,0.042,15.522,9999,0.319,16.179,1.227,0.354,3.403,55367.49406493,55368.61858328,55368.06183149,9999,9999,9999,9999,9999,32,0,2,8,0,0,16,0,0,12.427,0.433,2.5,1.043,0,0,12,11.932,0,169.46,67.612,3323.586,30.628,0,11.613,9999,0.825,12.439,1.499,0.433,3.276,55367.49406493,55368.61858328,55368.06183149,9999,9999,9999,9999,9999,32,0,4,8,0,0,16,0,0,8.53,9999,1.5,0.965,0,0,12,11.754,0,25.815,17.77,1124.642,10.937,0.314,8.178,9999,0.576,9.504,2.605,0.752,2.491,55367.49406493,55368.61858328,55368.06183149,9999,9999,9999,9999,9999,32,0,16,6,0,0,16,0,0,17.124,0.26,1,16.668,0.235,1,16.413,0.235,1,16.151,0.235,1,15.889,0.235,1,15.686,0.235,1,15.527,0.235,1,15.385,0.235,1,16.157,9999,32,15.841,9999,32,15.639,9999,32,15.436,9999,32,15.215,9999,32,15.064,9999,32,15.111,9999,32,14.885,9999,32,12.923,9999,32,12.438,9999,32,12.112,9999,32,11.894,9999,32,11.711,9999,32,11.557,9999,32,11.424,9999,32,11.308,9999,32,9.213,9999,32,8.754,9999,32,8.484,9999,32,9.43,9999,32,8.096,9999,32,7.862,9999,32,7.648,9999,32,7.449,9999,32,-62.4105464249624,95.454197408237,-13747.18
1601241000433,0.6076431,-2.1252169,0.7245,0.7687,-0.2035,458.191,448.729,0000m016_ab41,433,0.914,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,20,-58,-74,0,1,1,1,16.663,0.127,8.5,0.7621,0,2,12,12.718,0,34.251,4.0126,18.043,2.87,0.056,15.838,0.107,0.261,16.752,0.385,0.111,1.953,55367.62636863,55368.61858328,55368.13348012,9999,9999,9999,9999,9999,0,0,130,11,0,0,16,0,0,16.486,0.393,2.8,1.129,0,0,12,12.743,0,16.059,5.8145,44.434,3.976,0,15.441,0.272,0.319,16.403,1.002,0.289,2.555,55367.62636863,55368.61858328,55368.13348012,9999,9999,9999,9999,9999,0,0,4,8,0,0,16,0,0,12.564,0.509,2.1,0.8553,0,0,12,12.418,0,149.38,69.972,3325.435,29.745,0,11.932,9999,0.825,12.555,1.883,0.543,3.019,55367.62636863,55368.61858328,55368.13348012,9999,9999,9999,9999,9999,32,0,4,8,0,0,16,0,0,8.515,9999,1.4,0.9331,0,0,12,12.672,0,26.123,18.062,1125.301,10.812,1,8.168,9999,0.576,9.479,2.236,0.645,2.317,55367.62636863,55368.61858328,55368.13348012,9999,9999,9999,9999,9999,32,0,16,8,0,0,16,0,0,16.822,0.149,0,16.099,0.107,0,15.414,0.107,1,14.634,0.107,1,13.753,0.107,1,12.819,0.107,1,12.043,0.107,1,11.56,0.107,1,16.566,0.406,0,15.76,0.272,0,15.116,0.272,1,14.412,0.272,1,13.589,0.272,1,12.757,0.272,1,12.077,0.272,1,11.627,0.272,1,14.393,9999,32,12.757,9999,32,12.474,9999,32,12.239,9999,32,12.037,9999,32,11.856,9999,32,11.692,9999,32,11.538,9999,32,9.248,9999,32,8.744,9999,32,8.44,9999,32,12.383,9999,32,8.021,9999,32,9.973,9999,32,7.443,9999,32,7.128,9999,32,-62.3784374711379,95.7125863374248,-13747.29
1601241000434,0.5966187,-2.1677108,0.6516,0.6781,-0.1684,487.074,337.487,0000m016_ab41,434,0.8948,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,22,49,-65,0,1,1,1,16.466,0.112,9.7,0.8352,0,6,11,11.895,0,41.08,4.2312,18.004,2.988,0,16.612,0.298,0.261,16.474,0.405,0.122,1.18,55367.62636863,55368.61858328,55368.14350988,9999,9999,9999,9999,9999,0,0,130,10,1,0,0,0,0,16.472,0.388,2.8,0.8573,0,0,11,11.795,0,16.261,5.8163,44.392,3.904,0.173,16.277,9999,0.319,16.274,0.594,0.179,2.322,55367.62636863,55368.61858328,55368.14350988,9999,9999,9999,9999,9999,32,0,4,9,0,0,16,0,0,12.087,0.343,3.2,0.971,0,0,11,11.901,0,231.94,73.209,3324.999,30.213,0,11.513,9999,0.825,12.054,0.949,0.286,1.925,55367.62636863,55368.61858328,55368.14350988,9999,9999,9999,9999,9999,32,0,2,8,0,0,16,0,0,9.072,9999,-0.2,0.9371,0,0,11,11.794,0,-3.0831,18.62,1126.739,11.103,0.666,8.336,9999,0.576,9999,9999,9999,4.502,55367.62636863,55368.61858328,55368.14350988,9999,9999,9999,9999,9999,32,0,16,4,0,0,16,0,0,17.172,0.28,0,16.873,0.298,0,16.718,0.298,0,16.635,0.298,1,16.628,0.298,1,15.9,0.298,32,15.845,0.298,32,15.759,0.298,32,16.703,9999,32,16.596,9999,32,16.433,9999,32,16.206,9999,32,16.006,9999,32,15.833,9999,32,15.67,9999,32,15.518,9999,32,12.815,9999,32,12.338,9999,32,12.094,9999,32,11.99,9999,32,11.945,9999,32,11.908,9999,32,11.799,9999,32,11.625,9999,32,9.347,9999,32,8.912,9999,32,8.572,9999,32,8.275,9999,32,8.014,9999,32,7.778,9999,32,7.56,9999,32,7.36,9999,32,-62.4127457409594,95.6534815858807,-13746.14
3101241000144,0.6213299,-3.6649165,0.3277,0.3261,-0.0968,424.611,382.346,0000m031_ab41,144,0.9888,9999,1319888093,0.278,55.8,1,16.804,0.155,16.061,0.191,15.742,0.253,-7,8,0,0,0,0,1,15.513,0.057,19,0.9661,0,10,10,10.914,0,98.776,5.2052,17.958,2.87,0,15.435,0.103,0.261,15.517,0.183,0.058,0.482,55367.09740833,55368.08962297,55367.59351561,9999,9999,9999,9999,9999,0,0,129,9,0,0,0,0,0,15.2,0.141,7.7,0.9607,0,2,10,10.771,0,52.464,6.8218,44.123,4.018,0.046,15.504,0.255,0.319,15.308,0.287,0.091,1.241,55367.09740833,55368.08962297,55367.59351561,9999,9999,9999,9999,9999,0,0,2,9,0,0,16,0,0,12.423,9999,-1.5,1.117,0,0,10,10.891,0,-123.47,85.043,3309.567,32.911,4.419,11.956,9999,0.825,9999,9999,9999,1.069,55367.09740833,55368.08962297,55367.59351561,9999,9999,9999,9999,9999,32,0,16,2,0,0,16,0,0,8.871,9999,-0.8,0.9375,0,0,10,10.945,0,-17.681,22.412,1111.891,11.717,2.941,8.427,9999,0.576,11.823,9999,9999,1.162,55367.09740833,55368.08962297,55367.59351561,9999,9999,9999,9999,9999,32,0,16,3,0,0,16,0,0,16.091,0.107,0,15.696,0.103,0,15.536,0.103,0,15.458,0.103,1,15.42,0.103,1,15.4,0.103,1,15.352,0.103,1,15.298,0.103,1,16.139,0.247,0,15.823,0.255,0,15.8,0.255,0,15.99,0.255,1,15.395,0.255,32,15.442,0.255,32,15.495,0.255,32,15.462,0.255,32,13.146,9999,32,12.781,9999,32,12.502,9999,32,12.267,9999,32,12.062,9999,32,11.881,9999,32,11.717,9999,32,11.565,9999,32,9.436,9999,32,9.003,9999,32,8.665,9999,32,8.378,9999,32,8.124,9999,32,7.895,9999,32,7.685,9999,32,7.357,9999,32,-63.7835203092661,94.3210691008009,0.3638607
3101241000145,0.6320787,-3.6906934,0.3095,0.3152,-0.1088,396.575,314.846,0000m031_ab41,145,0.943,9999,1319888043,0.546,-75,1,16.583,0.124,15.734,9999,15.228,9999,33,-12,-74,0,0,0,1,15.501,0.057,19.2,0.8303,0,10,10,10.807,0,99.929,5.2092,17.939,2.942,0,15.455,0.081,0.261,15.502,0.195,0.062,0.61,55367.09740833,55368.08962297,55367.59351561,9999,9999,9999,9999,9999,0,0,129,9,1,0,0,0,0,15.056,0.119,9.1,1.004,0,4,10,10.588,0,59.902,6.5817,44.103,3.991,0.093,15.353,0.278,0.319,15.19,0.341,0.108,1.362,55367.09740833,55368.08962297,55367.59351561,9999,9999,9999,9999,9999,0,0,2,9,1,0,0,0,0,12.424,9999,-0.8,0.8632,0,0,10,10.934,0,-64.283,84.989,3309.994,32.621,4.608,12.309,9999,0.825,9999,9999,9999,1.762,55367.09740833,55368.08962297,55367.59351561,9999,9999,9999,9999,9999,32,0,16,4,0,0,16,0,0,8.909,9999,-1.4,1.097,0,1,10,10.981,0,-29.976,21.655,1111.806,11.546,2.228,8.145,9999,0.576,9999,9999,9999,2.594,55367.09740833,55368.08962297,55367.59351561,9999,9999,9999,9999,9999,32,0,16,3,1,0,16,0,0,16.095,0.083,0,15.716,0.081,0,15.561,0.081,1,15.485,0.081,1,15.45,0.081,1,15.418,0.081,1,15.325,0.081,1,15.135,0.081,1,15.981,0.266,0,15.672,0.278,0,15.67,0.278,1,15.821,0.278,1,15.143,0.278,32,15.209,0.278,32,15.243,0.278,32,15.208,0.278,32,13.06,9999,32,13.134,9999,32,13.841,9999,32,12.172,9999,32,11.854,9999,32,11.568,9999,32,11.34,9999,32,11.192,9999,32,9.154,9999,32,8.721,9999,32,8.564,9999,32,7.907,9999,32,7.536,9999,32,7.215,9999,32,6.968,9999,32,6.752,9999,32,-63.8114092903752,94.318103276854,0.8992128
3101241000147,0.7517722,-3.7442709,0.2896,0.2969,-0.0901,83.987,174.382,0000m031_ab41,147,1.005,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,20,-85,91,0,1,0,1,15.514,0.052,20.8,1.023,0,14,14,13.884,0,98.694,4.7528,17.903,3.026,0.087,15.257,0.065,0.261,15.516,0.157,0.042,0.525,55367.09740833,55368.22192674,55367.654956,9999,9999,9999,9999,9999,0,0,129,13,0,0,0,0,0,15.708,0.178,6.1,0.9943,0,2,14,13.786,0,32.859,5.3768,44.121,3.965,0.172,15.315,9999,0.319,15.896,0.888,0.237,2.538,55367.09740833,55368.22192674,55367.654956,9999,9999,9999,9999,9999,32,0,2,11,2,0,16,0,0,12.519,9999,-1.8,1.014,0,0,14,13.929,0,-143.16,77.887,3303.171,33.253,6.425,12.271,9999,0.825,9999,9999,9999,2.909,55367.09740833,55368.22192674,55367.654956,9999,9999,9999,9999,9999,32,0,16,3,0,0,16,0,0,9.015,9999,-1.2,1.007,0,0,14,13.796,0,-22.692,19.633,1109.209,11.883,3.329,8.4,9999,0.576,12.289,9999,9999,1.527,55367.09740833,55368.22192674,55367.654956,9999,9999,9999,9999,9999,32,0,16,4,0,0,16,0,0,15.976,0.071,0,15.518,0.065,0,15.326,0.065,0,15.235,0.065,0,15.156,0.065,0,15.047,0.065,1,14.9,0.065,1,14.705,0.065,1,16.671,0.517,0,15.634,9999,32,15.547,9999,32,15.555,9999,32,16.847,9999,32,15.464,9999,32,15.3,9999,32,15.145,9999,32,13.468,9999,32,13.096,9999,32,12.816,9999,32,12.584,9999,32,12.389,9999,32,12.211,9999,32,12.048,9999,32,11.805,9999,32,9.429,9999,32,8.976,9999,32,8.673,9999,32,8.319,9999,32,7.999,9999,32,7.736,9999,32,7.515,9999,32,7.331,9999,32,-63.9107446444676,94.5116350004,-13747.46
1601241000435,0.534941,-2.0261507,0.6941,0.7415,-0.2177,648.314,708.137,0000m016_ab41,435,0.9997,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,-18,-13,59,0,0,0,1,16.973,0.161,6.8,0.9489,0,3,12,11.882,0,25.742,3.8122,17.98,2.983,0,17.12,0.367,0.261,16.979,0.611,0.177,2.407,55367.62636863,55368.61858328,55368.08935763,9999,9999,9999,9999,9999,1,0,130,11,1,0,16,0,0,15.523,0.152,7.2,0.934,0,3,12,11.826,0,38.987,5.4421,44.374,3.869,0,15.752,0.347,0.319,15.418,0.482,0.139,2.139,55367.62636863,55368.61858328,55368.08935763,9999,9999,9999,9999,9999,1,0,2,10,0,0,16,0,0,12.303,9999,0.7,0.9835,0,0,12,11.932,0,49.954,70.057,3325.617,30.659,0,11.796,9999,0.825,13.713,5.724,1.652,1.767,55367.62636863,55368.61858328,55368.08935763,9999,9999,9999,9999,9999,32,0,16,6,0,0,16,0,0,8.919,0.491,2.2,1.156,0,1,12,11.879,0,42.887,19.382,1125.744,11.559,1.137,8.21,0.418,0.576,9.237,3.291,0.95,3.431,55367.62636863,55368.61858328,55368.08935763,9999,9999,9999,9999,9999,1,0,4,8,0,0,16,0,0,17.574,0.317,0,17.381,0.367,1,16.784,0.367,32,16.795,0.367,32,16.682,0.367,32,16.4,0.367,32,16.029,0.367,32,16.319,0.367,1,16.399,0.34,0,16.071,0.347,1,16.031,0.347,1,15.979,0.347,1,15.782,0.347,1,15.532,0.347,1,15.365,0.347,1,15.27,0.347,1,12.974,9999,32,12.621,9999,32,12.337,9999,32,12.102,9999,32,11.903,9999,32,11.723,9999,32,11.558,9999,32,11.407,9999,32,9.442,0.525,1,8.786,0.418,1,8.338,0.418,1,8.013,0.418,1,7.767,0.418,1,7.534,0.418,1,7.287,0.418,1,7.049,0.418,1,-62.2583565180614,95.6567303496109,-13746.86
1601241000436,0.61609,-2.0919824,0.5962,0.629,-0.1764,436.058,535.733,0000m016_ab41,436,0.9338,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,30,53,8,0,1,0,1,16.451,0.105,10.4,0.8225,0,6,12,11.838,0,41.667,4.019,17.978,2.881,0,16.567,0.293,0.261,16.449,0.453,0.131,2.228,55367.62636863,55368.75088708,55368.18308872,9999,9999,9999,9999,9999,1,0,129,11,1,0,1,0,0,16.198,0.283,3.8,1.021,0,0,12,11.828,0,20.93,5.4606,44.361,3.913,0.148,15.837,0.314,0.319,16.15,0.924,0.267,3.229,55367.62636863,55368.75088708,55368.18308872,9999,9999,9999,9999,9999,1,0,2,10,0,0,16,0,0,12.659,9999,-0.2,0.9839,0,0,12,11.94,0,-16.129,68.461,3325.067,30.072,0,12.142,9999,0.825,9999,9999,9999,1.296,55367.62636863,55368.75088708,55368.18308872,9999,9999,9999,9999,9999,32,0,16,5,0,0,16,0,0,8.553,9999,1.4,0.9253,0,0,12,11.967,0,24.487,17.803,1125.18,11.176,0.286,7.975,9999,0.576,9.423,2.035,0.588,1.961,55367.62636863,55368.75088708,55368.18308872,9999,9999,9999,9999,9999,32,0,16,7,0,0,16,0,0,17.18,0.292,1,16.828,0.293,1,16.663,0.293,1,16.497,0.293,1,16.322,0.293,1,16.261,0.293,1,16.346,0.293,1,15.657,0.293,32,16.725,0.381,1,16.156,0.314,1,15.801,0.314,1,15.501,0.314,1,15.24,0.314,1,15.051,0.314,1,14.911,0.314,1,14.798,0.314,1,13.33,9999,32,12.967,9999,32,14.091,9999,32,12.331,9999,32,11.951,9999,32,11.608,9999,32,11.37,9999,32,11.19,9999,32,9.018,9999,32,8.551,9999,32,8.312,9999,32,8.105,9999,32,7.846,9999,32,7.611,9999,32,7.395,9999,32,7.196,9999,32,-62.3515165152365,95.7583739047002,-13746.75
1601241000437,0.4744442,-2.1524308,0.7654,0.7821,-0.2196,806.695,377.564,0000m016_ab41,437,1.028,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,1,64,0,0,0,0,1,16.561,0.128,8.5,0.9774,0,4,11,11.7,0,37.639,4.4291,18.054,3.095,0.013,16.4,0.262,0.261,16.544,0.52,0.157,2.485,55367.49406493,55368.48627962,55367.9991785,9999,9999,9999,9999,9999,0,0,130,10,1,0,1,0,0,16.569,0.423,2.6,1.075,0,0,11,11.761,0,14.88,5.7906,44.317,3.981,0.046,15.576,9999,0.319,16.386,1.888,0.569,1.378,55367.49406493,55368.48627962,55367.9991785,9999,9999,9999,9999,9999,32,0,4,6,0,0,16,0,0,12.317,9999,0.6,0.9607,0,0,11,11.955,0,42.362,72.609,3327.514,31.475,0,11.873,9999,0.825,14.078,9999,9999,2.122,55367.49406493,55368.48627962,55367.9991785,9999,9999,9999,9999,9999,32,0,16,5,0,0,16,0,0,8.616,9999,0.9,1.124,0,1,11,11.822,0,18.114,19.291,1123.559,11.394,0.44,8.459,9999,0.576,9.486,3.998,1.205,2.537,55367.49406493,55368.48627962,55367.9991785,9999,9999,9999,9999,9999,32,0,16,4,1,0,16,0,0,17.065,0.273,0,16.661,0.262,0,16.507,0.262,0,16.544,0.262,0,16.008,0.262,32,16.036,0.262,32,15.896,0.262,32,15.6,0.262,32,16.18,9999,32,15.895,9999,32,15.872,9999,32,15.831,9999,32,15.629,9999,32,15.449,9999,32,15.287,9999,32,15.135,9999,32,13.098,9999,32,12.698,9999,32,12.388,9999,32,12.106,9999,32,11.875,9999,32,11.676,9999,32,11.5,9999,32,11.322,9999,32,10.34,9999,32,9.035,9999,32,8.696,9999,32,8.409,9999,32,8.154,9999,32,7.924,9999,32,7.713,9999,32,7.519,9999,32,-62.3487821588098,95.4267588595413,-13747.11
