galaxy_clean,galaxy_dec,galaxy_g,galaxy_petromag_r,galaxy_petromag_u,galaxy_petror90_g,galaxy_petror90_r,galaxy_petrorad_u,galaxy_r,galaxy_ra,galaxytag_dec,galaxytag_ra,galaxytag_type,galspecextra_bptclass,galspecextra_sfr_fib_p50,galspecextra_sfr_tot_p50,galspecextra_sfr_tot_p84,galspecextra_specsfr_tot_p50,galspecindx_d4000_n,galspecline_h_alpha_eqw,galspecline_h_alpha_flux,galspecline_h_alpha_flux_err,galspecline_h_beta_eqw,galspecline_h_beta_flux,galspecline_h_beta_flux_err,galspecline_nii_6584_flux,galspecline_oi_6300_flux_err,galspecline_oiii_5007_eqw,galspecline_oiii_5007_flux,galspecline_sii_6717_flux,galspecline_sii_6731_flux_err,photoobj_b,photoobj_camcol,photoobj_clean,photoobj_cmodelmag_g,photoobj_dec,photoobj_devrad_g,photoobj_devrad_r,photoobj_fibermag_r,photoobj_field,photoobj_flags,photoobj_fracdev_r,photoobj_g,photoobj_l,photoobj_mode,photoobj_petromag_r,photoobj_petromag_z,photoobj_petror50_g,photoobj_petror50_r,photoobj_petrorad_g,photoobj_petrorad_r,photoobj_r,photoobj_ra,photoobj_run,photoobj_type,photoobj_u,photoobjall_camcol,photoobjall_clean,photoobjall_dec,photoobjall_dered_r,photoobjall_devrad_r,photoobjall_devraderr_r,photoobjall_exprad_r,photoobjall_field,photoobjall_fracdev_r,photoobjall_mode,photoobjall_petromag_r,photoobjall_ra,photoobjall_run,photoobjall_type,photoobjall_u,phototag_clean,phototag_dec,phototag_mode,phototag_nchild,phototag_psfmag_r,phototag_ra,phototag_type,photoz_absmagr,photoz_photoerrorclass,photoz_nncount,photoz_nnvol,photoz_z,photoz_zerr,specphoto_dec,specphoto_mode,specphoto_modelmag_r,specphoto_petromag_r,specphoto_petromag_z,specphoto_ra,specphoto_type,specphoto_z,specphoto_zwarning,sppparams_fehadop,stellarmassfspsgranearlydust_logmass,stellarmassfspsgranearlydust_z,zoospec_elliptical,zoospec_p_cs,zoospec_p_cs_debiased,zoospec_p_el,zoospec_p_el_debiased,zoospec_spiral,zoospec_uncertai
1,0.577531789191723,18.22952,17.41246,19.16118,5.122245,5.008626,5.857281,17.40462,236.775125719846,0.577531789191723,236.775125719846,3,2,0.08555992,0.7216234,1.013938,-10.2252,1.430968,-16.81686,198.3367,3.672744,-1.820518,36.95089,3.963516,80.69848,2.554404,-1.007755,14.19599,29.1441,2.813375,40.2165075509572,5,1,18.13586,0.577531789191723,6.832395,5.544505,18.86374,623,35253360136208,0.006087527,18.22952,8.19891687214614,1,17.41246,16.62531,2.457362,2.279297,5.131676,4.763896,17.40462,236.775125719846,752,3,19.42208,5,1,0.577531789191723,17.1943,5.544505,0.1512036,2.764069,623,0.006087527,1,17.41246,236.775125719846,752,3,19.42208,1,0.577531789191723,1,0,19.07718,236.775125719846,3,-22.2133,1,99,1.090499,0.156312,0.020764,0.57748397,1,17.40462,17.41246,16.62531,236.77513,3,0.1481399,0,-9999,11.2121057100874,0.1481399,0,0.5,0.808000028133392,0.453000009059906,0.123999997973442,1,0
1,1.01724891679219,15.87313,15.24683,17.75686,11.85835,11.51653,9.759565,15.01339,183.866844360194,1.01724891679219,183.866844360194,3,3,-1.139465,0.02856375,0.4783607,-10.98069,1.712676,-2.869548,111.2471,3.671955,-0.9838991,26.66026,2.628932,73.14108,2.851998,-0.3125548,13.91725,22.4297,2.93634,62.499259864831,6,1,15.93601,1.01724891679219,10.19605,8.937179,17.33582,269,175992995975184,0.5496504,15.87313,283.149378120045,1,15.24683,14.52362,4.469784,4.284506,10.03998,9.637973,15.01339,183.866844360194,752,3,17.60093,6,1,1.01724891679219,14.95442,8.937179,0.08128307,5.105025,269,0.5496504,1,15.24683,183.866844360194,752,3,17.60093,1,1.01724891679219,1,0,17.0238,183.866844360194,3,-21.6962,1,100,0.166729,0.050478,0.013913,1.0172404,1,15.01339,15.24683,14.52362,183.86686,3,0.04795333,0,-9999,11.1089228867516,0.04795333,0,0.512000024318695,0.552999973297119,0.465000003576279,0.423000007867813,0,1
1,0.480525546392348,18.34465,17.42764,20.4236,4.057287,3.981545,2.518092,17.36415,228.791065546469,0.480525546392348,228.791065546469,3,-1,-1.789646,-1.387522,-0.5942128,-12.02476,1.970871,0.3042931,1.193078,1.389785,-0.1811495,3.614768,1.732735,-0.3212861,1.805138,-1.195584,15.82346,-1.180706,4.472307,46.422190312645,5,1,18.30363,0.480525546392348,1.445623,1.341387,18.25969,569,35253360132112,1.0,18.34465,1.27933874007792,1,17.42764,16.64651,1.381898,1.270016,3.138247,2.820592,17.36415,228.791065546469,752,3,20.3149,5,1,0.480525546392348,17.24284,1.341387,0.04137859,0.9593094,569,1.0,1,17.42764,228.791065546469,752,3,20.3149,1,0.480525546392348,1,0,18.27416,228.791065546469,3,-21.1217,1,100,0.022231,0.101082,0.010621,0.48053227,1,17.36415,17.42764,16.64651,228.79106,3,0.09141874,0,-9999,10.7197560112035,0.09141874,0,0.0920000001788139,0.129999995231628,0.754000008106232,0.712999999523163,0,1
1,-0.919405674688775,17.72509,16.8469,19.74669,6.972663,6.820258,6.249668,16.67196,213.361928906203,-0.919405674688775,213.361928906203,3,-1,-1.379091,-1.160608,-0.3276378,-12.35517,1.674359,-1.024984,12.72917,2.660755,-0.408168,7.124789,2.39329,25.54617,2.965055,-0.4570776,8.675713,8.462909,3.151187,55.7092883171722,1,1,17.76123,-0.919405674688775,3.355991,3.382861,18.25281,652,35253360132112,0.8928802,17.72509,341.364553784151,1,16.8469,16.08601,2.490557,2.481811,5.717618,5.583064,16.67196,213.361928906203,756,3,19.66743,1,1,-0.919405674688775,16.56022,3.382861,0.06112117,1.99686,652,0.8928802,1,16.8469,213.361928906203,756,3,19.66743,1,-0.919405674688775,1,0,18.15575,213.361928906203,3,-22.1614,1,99,0.013852,0.119194,0.008777,-0.91941391,1,16.67196,16.8469,16.08601,213.36195,3,0.1198047,0,-9999,11.2655370724063,0.1198047,1,0.0,0.0,0.933000028133392,0.933000028133392,0,0
1,-0.956344479049823,18.79204,17.57549,20.68196,5.943035,5.885675,27.92567,17.50666,195.847076715661,-0.956344479049823,195.847076715661,3,-1,-1.617427,-1.313553,-0.4895904,-12.62102,1.955641,-0.06749792,1.720402,2.121794,-0.2205834,0.315311,2.188386,2.102518,1.385188,-0.5699279,0.2151322,-0.7720239,1.998339,61.7684976574101,1,1,18.796,-0.956344479049823,2.040884,1.977111,18.69947,534,68987912960,1.0,18.79204,309.256730801907,1,17.57549,16.74794,1.90281,1.919428,3.989177,4.424642,17.50666,195.847076715661,756,3,20.93981,1,1,-0.956344479049823,17.45598,1.977111,0.07666455,1.254578,534,1.0,1,17.57549,195.847076715661,756,3,20.93981,1,-0.956344479049823,1,0,18.52608,195.847076715661,3,-22.4856,1,99,0.003245,0.193512,0.009088,-0.9563383,1,17.50666,17.57549,16.74794,195.84707,3,0.1910719,0,-9999,11.4527462671477,0.1910719,0,0.0599999986588955,0.114000000059605,0.86599999666214,0.806999981403351,0,1
0,0.937039848554726,18.88626,17.73522,21.04869,8.135154,7.195826,18.01767,17.73241,197.457038601964,0.937039848554726,197.457038601964,3,-1,-0.9680307,-0.6433859,0.0784995,-11.72598,1.807621,-0.3112925,-1.15404,2.708674,-0.07168142,-4.598103,2.613511,19.92177,1.511514,-1.132766,10.50356,-0.5211566,2.668716,63.4394446958805,6,0,18.83219,0.937039848554726,2.450672,2.268807,18.96968,360,2416254649160,1.0,18.88626,313.257281671876,1,17.73522,16.95835,2.589788,2.183724,7.734165,5.50609,17.73241,197.457038601964,752,3,20.84014,6,0,0.937039848554726,17.64536,2.268807,0.08308122,1.277726,360,1.0,1,17.73522,197.457038601964,752,3,20.84014,0,0.937039848554726,1,0,18.87667,197.457038601964,3,-21.6398,1,99,0.00827,0.148422,0.010951,0.93702831,1,17.73241,17.73522,16.95835,197.45704,3,0.1777623,0,-9999,11.2597430209495,0.1777623,0,0.0689999982714653,0.384999990463257,0.930999994277954,0.615000009536743,0,1
1,-0.995451335109368,18.23711,17.60294,19.36485,8.272146,7.686237,10.36119,17.54917,153.585524083716,-0.995451335109368,153.585524083716,3,2,-0.605338,0.1887621,0.5572672,-10.16429,1.466614,-10.96146,54.18962,2.111948,-3.323884,17.36525,2.184566,18.64398,1.790044,-0.8758911,4.08545,15.21763,2.316863,42.9170365031998,1,1,18.17208,-0.995451335109368,15.34459,13.32833,19.52699,252,2416187539456,0.0,18.23711,243.133508839177,1,17.60294,17.02287,3.501297,3.261965,7.75447,7.257735,17.54917,153.585524083716,756,3,19.67085,1,1,-0.995451335109368,17.45656,13.32833,0.5411217,5.082551,252,0.0,1,17.60294,153.585524083716,756,3,19.67085,1,-0.995451335109368,1,0,19.85637,153.585524083716,3,-20.5069,1,100,0.544139,0.084059,0.025332,-0.99544103,1,17.54917,17.60294,17.02287,153.58553,3,0.09295561,0,-9999,10.5873763881792,0.09295561,0,0.879000008106232,0.944000005722046,0.0860000029206276,0.0189999993890524,1,0
1,1.02094161356798,18.81305,17.86062,20.6286,2.557883,2.549737,2.088339,17.80495,218.386573835983,1.02094161356798,218.386573835983,3,-1,-1.376481,-0.9252117,-0.3034021,-11.53974,1.840798,-0.3675051,3.82133,2.618708,-0.1572404,3.909814,2.227048,8.462403,1.515466,0.2736214,-3.748484,-1.912823,1.642063,54.2041420130408,6,1,18.80353,1.02094161356798,0.887625,0.8541013,18.4041,500,35253360136240,1.0,18.81305,350.379084110014,1,17.86062,17.16986,0.9933395,1.012757,2.029658,2.090223,17.80495,218.386573835983,752,3,20.58358,6,1,1.02094161356798,17.71408,0.8541013,0.03258081,0.8332851,500,1.0,1,17.86062,218.386573835983,752,3,20.58358,1,1.02094161356798,1,0,18.28452,218.386573835983,3,-21.2185,1,99,0.069501,0.129641,0.013921,1.0209446,1,17.80495,17.86062,17.16986,218.38659,3,0.1144767,0,-9999,10.7399148298928,0.1144767,0,0.0970000028610229,0.104000002145767,0.644999980926514,0.637000024318695,0,1
1,-0.995705575736485,18.40395,17.74081,19.60915,5.52427,5.714904,7.189867,17.66008,180.8835601959,-0.995705575736485,180.8835601959,3,2,-0.6708898,0.2330889,0.52979,-10.27872,1.564707,-11.90119,44.88441,5.796021,-2.210414,14.56878,2.114447,16.84574,1.605943,-0.0265624,2.904809,6.530657,1.837776,59.6054141382282,1,1,18.34544,-0.995705575736485,12.31706,10.84938,19.5787,435,35253360136464,0.0,18.40395,278.723471810794,1,17.74081,17.1094,2.951383,2.879756,6.332688,11.30326,17.66008,180.8835601959,756,3,19.72358,1,1,-0.995705575736485,17.60989,10.84938,0.4917631,3.560643,435,0.0,1,17.74081,180.8835601959,756,3,19.72358,1,-0.995705575736485,1,0,19.88873,180.8835601959,3,-21.2518,1,99,0.488649,0.125757,0.021333,-0.9957355,1,17.66008,17.74081,17.1094,180.88356,3,0.1152978,0,-9999,10.7322313555468,0.1152978,0,0.654999971389771,0.890999972820282,0.310000002384186,0.0649999976158142,1,0
1,-0.97317727266648,16.90013,16.40226,18.17182,6.404669,6.67718,5.21053,16.40897,148.24549709385,-0.97317727266648,148.24549709385,3,1,-0.2309366,0.183914,0.3824324,-9.813562,1.183954,-44.28257,821.1564,7.370894,-8.431663,185.9286,3.838354,218.9889,2.295847,-5.909756,130.6652,161.3549,2.994303,38.7340287069133,1,1,16.88322,-0.97317727266648,6.48886,6.83873,18.04002,216,68988047872,0.1683952,16.90013,238.744842012689,1,16.40226,15.88625,2.681874,2.724149,5.651693,5.86706,16.40897,148.24549709385,756,3,18.06462,1,1,-0.97317727266648,16.31602,6.83873,0.102609,3.617728,216,0.1683952,1,16.40226,148.24549709385,756,3,18.06462,1,-0.97317727266648,1,0,18.24779,148.24549709385,3,-20.4545,1,100,4.783654,0.048415,0.010069,-0.97315015,1,16.40897,16.40226,15.88625,148.24551,3,0.04863385,0,-9999,10.2264035448462,0.04863385,0,0.547999978065491,0.722000002861023,0.451999992132187,0.277999997138977,0,1
0,-0.914841360315506,17.41019,16.5617,19.20805,2.813082,2.794723,2.933499,16.5093,147.620508634754,-0.914841360315506,147.620508634754,3,-1,-1.619851,-1.278587,-0.4899367,-11.92574,2.004184,-0.145034,6.049816,7.605477,0.1560285,-2.893726,7.547691,1.083169,4.465752,-0.09028947,12.42279,2.137033,4.929994,38.2669295268238,1,0,17.39145,-0.914841360315506,1.054539,0.963914,17.18467,212,35253360136240,0.9351497,17.41019,238.209194116255,1,16.5617,15.82539,1.124309,1.07402,2.331058,2.258434,16.5093,147.620508634754,756,3,19.27377,1,0,-0.914841360315506,16.37804,0.963914,0.01358034,0.9952374,212,0.9351497,1,16.5617,147.620508634754,756,3,19.27377,0,-0.914841360315506,1,0,17.10207,147.620508634754,3,-21.0604,1,100,0.162942,0.068453,0.011043,-0.91486919,1,16.5093,16.5617,15.82539,147.62052,3,0.06647208,0,-9999,10.7756879662928,0.06647208,0,0.0399999991059303,0.0399999991059303,0.639999985694885,0.639999985694885,0,1
0,1.03860560544048,18.54232,17.43544,20.03719,6.174195,5.889913,5.183092,17.32992,185.431219560225,1.03860560544048,185.431219560225,3,-1,-1.364461,-0.7512732,-0.01321073,-12.08465,1.903806,-1.006044,12.31139,5.069341,-0.1399995,3.950899,2.422748,11.64823,2.573281,-0.3809532,7.904843,2.109246,2.784697,62.9535897041863,6,0,18.38128,1.03860560544048,2.970968,2.290344,18.60437,280,35287719871064,1.0,18.54232,286.416321893906,1,17.43544,16.61807,2.278796,2.065435,5.052331,4.71735,17.32992,185.431219560225,752,3,20.69349,6,0,1.03860560544048,17.27701,2.290344,0.06907471,1.535896,280,1.0,1,17.43544,185.431219560225,752,3,20.69349,0,1.03860560544048,1,0,18.34246,185.431219560225,3,-22.3825,1,98,0.003328,0.170021,0.008452,1.0385897,1,17.32992,17.43544,16.61807,185.43123,3,0.1751041,0,-9999,11.4725298433857,0.1751041,0,0.0,0.0,0.75,0.75,0,1
1,-0.997770282956913,16.51818,15.604,18.23637,9.139077,9.149933,8.222277,15.64471,196.506465297889,-0.997770282956913,196.506465297889,3,3,-1.485528,-2.744546,-1.459378,-10.4277,1.500737,-12.23732,348.2556,5.892578,-2.807467,58.14508,3.931691,180.0653,3.308589,-3.332357,73.33935,77.86813,3.86455,61.6556752262533,1,1,16.43871,-0.997770282956913,9.982654,8.989945,17.62276,539,35253360398352,0.2011577,16.51818,310.630218702542,1,15.604,14.87392,3.828659,3.727198,8.539435,8.211265,15.64471,196.506465297889,756,3,18.20089,1,1,-0.997770282956913,15.59416,8.989945,0.105562,5.044274,539,0.2011577,1,15.604,196.506465297889,756,3,18.20089,1,-0.997770282956913,1,0,17.68675,196.506465297889,3,-21.8807,1,100,0.131404,0.067743,0.021303,-0.99778753,1,15.64471,15.604,14.87392,196.50647,3,0.02265377,0,-9999,10.3130321537952,0.02265377,0,0.600000023841858,0.635999977588654,0.314000010490417,0.277999997138977,0,1
1,-0.879841604021638,18.36156,17.39821,20.15152,4.161658,4.006628,5.203041,17.34748,219.231589624725,-0.879841604021638,219.231589624725,3,-1,-1.864174,-1.338579,-0.5435124,-12.14316,1.909226,-0.1247824,0.8655608,1.533123,0.007238283,0.2548224,1.642552,2.003332,2.167766,-0.4207845,0.9062355,0.05098991,2.069879,52.2107067837863,1,1,18.33495,-0.879841604021638,1.423113,1.335202,18.22912,691,193585182019600,1.0,18.36156,349.386509482047,1,17.39821,16.63186,1.48156,1.354398,3.502875,2.965599,17.34748,219.231589624725,756,3,20.27965,1,1,-0.879841604021638,17.26116,1.335202,0.04176191,1.008441,691,1.0,1,17.39821,219.231589624725,756,3,20.27965,1,-0.879841604021638,1,0,18.13778,219.231589624725,3,-21.4469,1,99,0.021584,0.118253,0.011417,-0.87983043,1,17.34748,17.39821,16.63186,219.2316,3,0.1060292,0,-9999,10.91741312806,0.1060292,0,0.275000005960464,0.36599999666214,0.675000011920929,0.580999970436096,0,1
1,-1.02431040690655,18.04892,17.60478,19.31067,4.376741,4.194532,4.337901,17.5686,155.599959548852,-1.02431040690655,155.599959548852,3,1,-0.7768019,-0.07453898,0.2047123,-9.831413,1.275202,-22.38001,200.9888,3.227541,-4.869153,56.15441,2.362812,51.76696,1.513881,-3.085717,38.28891,43.78362,1.775344,44.4332470315249,1,1,18.02816,-1.02431040690655,5.115871,4.870276,18.90388,266,68987912192,0.0,18.04892,244.967272242009,1,17.60478,17.05692,2.028184,1.999359,4.189569,4.138267,17.5686,155.599959548852,756,3,19.32986,1,1,-1.02431040690655,17.44582,4.870276,0.1765515,2.408301,266,0.0,1,17.60478,155.599959548852,756,3,19.32986,1,-1.02431040690655,1,0,19.18203,155.599959548852,3,-19.9882,1,100,2.57312,0.067016,0.016643,-1.0243168,1,17.5686,17.60478,17.05692,155.59998,3,0.06364322,0,-9999,9.97519711473783,0.06364322,0,0.28099998831749,0.470999985933304,0.544000029563904,0.300000011920929,0,1
1,-0.962899848580507,17.6966,16.82738,20.05207,3.927515,4.362047,3.078979,16.72751,181.201059402132,-0.962899848580507,181.201059402132,3,-1,-2.045014,-1.791368,-0.963693,-12.6,2.074256,-0.7615842,19.99493,4.03787,-0.3415648,8.37053,3.955608,24.721,3.482398,-1.33199,25.79414,9.369058,4.41492,59.7506112464657,1,1,17.75074,-0.962899848580507,1.524214,1.69412,17.773,437,35253360136208,0.9717671,17.6966,279.28640570358,1,16.82738,16.10295,1.479168,1.53971,3.311607,3.488968,16.72751,181.201059402132,756,3,19.78849,1,1,-0.962899848580507,16.68114,1.69412,0.04058793,1.225189,437,0.9717671,1,16.82738,181.201059402132,756,3,19.78849,1,-0.962899848580507,1,0,17.79611,181.201059402132,3,-21.5492,1,98,0.052894,0.095238,0.0101,-0.96291482,1,16.72751,16.82738,16.10295,181.20107,3,0.08232542,0,-9999,10.917072185317,0.08232542,0,0.0949999988079071,0.0979999974370003,0.428999990224838,0.425999999046326,0,1
1,-0.965383061821769,18.31148,17.70086,20.13453,3.309814,3.389293,2.470471,17.59594,163.035828643649,-0.965383061821769,163.035828643649,3,3,-0.5176699,-0.319246,0.2623615,-10.75257,1.302411,-6.980225,92.95783,2.887997,-1.464749,20.34369,2.13852,70.75481,1.759942,-1.077016,16.36675,25.16817,2.677153,49.847037039012,1,1,18.40558,-0.965383061821769,1.360472,1.572678,18.49558,315,268435968,0.7334788,18.31148,252.474596601453,1,17.70086,17.09846,1.233623,1.263155,2.59462,2.68563,17.59594,163.035828643649,756,3,19.90803,1,1,-0.965383061821769,17.46474,1.572678,0.04842607,1.21018,315,0.7334788,1,17.70086,163.035828643649,756,3,19.90803,1,-0.965383061821769,1,0,18.54499,163.035828643649,3,-19.6833,1,99,0.942557,0.061673,0.03097,-0.96540463,1,17.59594,17.70086,17.09846,163.03586,3,0.1285814,0,-9999,10.7293428666184,0.1285814,0,0.200000002980232,0.293999999761581,0.732999980449677,0.634999990463257,0,1
1,0.538635014280726,18.85833,17.98236,21.42598,5.266852,4.805673,2.766535,17.84469,235.767510867825,0.538635014280726,235.767510867825,3,-1,-1.71216,-1.471782,-0.6821755,-11.91165,1.954438,0.3290277,-3.180048,3.599538,-0.7765242,-0.5535619,4.422276,0.1146492,2.07784,-0.5926266,0.3624426,3.254134,2.010853,41.005241299098,5,1,18.78658,0.538635014280726,2.40119,2.198915,19.09513,616,158398729551944,0.9272029,18.85833,7.37142195699644,1,17.98236,17.22496,1.910864,1.832521,4.381527,4.36359,17.84469,235.767510867825,752,3,20.80826,5,1,0.538635014280726,17.6076,2.198915,0.08323745,1.313598,616,0.9272029,1,17.98236,235.767510867825,752,3,20.80826,1,0.538635014280726,1,0,19.06909,235.767510867825,3,-20.9313,1,98,0.075864,0.109561,0.016729,0.53861245,1,17.84469,17.98236,17.22496,235.76752,3,0.09400485,0,-9999,10.5940595326067,0.09400485,0,0.0970000028610229,0.368000000715256,0.83899998664856,0.493000000715256,0,1
1,0.482768486737719,17.99092,16.99861,20.10591,5.29298,5.332181,8.356603,16.93462,235.619751402559,0.482768486737719,235.619751402559,3,-1,-1.61992,-1.34054,-0.5293599,-12.2335,1.932397,-0.006665676,-1.061914,3.780283,-0.3193769,2.712647,4.69769,0.085697,2.647064,-0.268228,1.922618,7.09976,3.091887,41.0904414642214,5,1,17.99452,0.482768486737719,1.75514,1.821695,18.05427,615,35255507616272,1.0,17.99092,7.19504681778461,1,16.99861,16.17271,1.696933,1.727935,4.217431,4.078281,16.93462,235.619751402559,752,3,20.00715,5,1,0.482768486737719,16.70148,1.821695,0.03655053,1.214143,615,1.0,1,16.99861,235.619751402559,752,3,20.00715,1,0.482768486737719,1,0,17.98989,235.619751402559,3,-21.6791,1,99,0.038927,0.100788,0.010931,0.48275048,1,16.93462,16.99861,16.17271,235.61975,3,0.09319066,0,-9999,11.0458966850338,0.09319066,0,0.14300000667572,0.150000005960464,0.71399998664856,0.708000004291534,0,1
1,-0.890589825416187,18.37767,17.57403,19.24782,7.538012,8.016115,27.91401,17.62485,169.511258309967,-0.890589825416187,169.511258309967,3,2,-1.150107,0.3562061,0.8632975,-10.55886,1.407675,-13.34425,68.16338,2.38772,-2.394483,15.71077,1.863593,22.5122,2.749494,-0.9977905,3.287574,10.43562,1.968181,54.088420398649,1,1,18.05459,-0.890589825416187,13.67831,9.430417,19.58677,359,160608490225992,0.3801846,18.37767,260.430272019526,1,17.57403,17.09584,4.094857,3.698337,8.791497,7.938884,17.62485,169.511258309967,756,3,19.92118,1,1,-0.890589825416187,17.52261,9.430417,0.4489948,3.812501,359,0.3801846,1,17.57403,169.511258309967,756,3,19.92118,1,-0.890589825416187,1,0,19.75359,169.511258309967,3,-20.3231,1,100,0.841383,0.072101,0.033071,-0.89061423,1,17.62485,17.57403,17.09584,169.51128,3,0.1561186,0,-9999,11.007802685491,0.1561186,0,0.722000002861023,0.83899998664856,0.166999995708466,0.0359999984502792,1,0
1,0.94811376884165,18.17118,17.44012,19.82068,2.552738,2.655519,4.252554,17.42699,218.92905384537,0.94811376884165,218.92905384537,3,5,-1.004968,-0.7319387,-0.01071171,-11.25,1.423343,-2.587819,48.3168,3.755187,-0.4196334,7.211019,2.830009,56.9075,3.041075,-0.803506,16.64186,10.99339,3.063268,53.7919603732296,6,1,18.21637,0.94811376884165,0.4470424,0.5798299,17.99558,503,68987912704,1.0,18.17118,350.991551164833,1,17.44012,16.86072,0.9185281,0.9437433,1.862118,2.006501,17.42699,218.92905384537,752,3,19.86062,6,1,0.94811376884165,17.33136,0.5798299,0.0119036,0.5937644,503,1.0,1,17.44012,218.92905384537,752,3,19.86062,1,0.94811376884165,1,0,17.82581,218.92905384537,3,-19.7128,1,99,0.748457,0.057826,0.028181,0.94810996,1,17.42699,17.44012,16.86072,218.92907,3,0.1203784,0,-9999,10.776635674091,0.1203784,0,0.0710000023245811,0.0710000023245811,0.85699999332428,0.85699999332428,0,1
1,-1.01659412464285,17.87687,17.39534,19.15037,5.378412,5.394771,5.370479,17.35461,166.58265786879,-1.01659412464285,166.58265786879,3,1,-0.6029705,0.3258908,0.6047738,-9.816798,1.253799,-16.69346,120.4213,2.407108,-4.817411,33.01979,2.042192,40.70432,1.882763,-0.7088971,11.06714,24.22335,4.03965,52.1673408179154,1,1,17.83549,-1.01659412464285,6.464134,6.372725,19.14321,339,68988043264,0.01940962,17.87687,256.739776589816,1,17.39534,16.91125,2.809395,2.731966,5.590397,5.670718,17.35461,166.58265786879,756,3,19.07446,1,1,-1.01659412464285,17.25342,6.372725,0.1856341,2.737956,339,0.01940962,1,17.39534,166.58265786879,756,3,19.07446,1,-1.01659412464285,1,0,19.43573,166.58265786879,3,-20.0167,1,100,2.726439,0.062002,0.021033,-1.0165875,1,17.35461,17.39534,16.91125,166.58267,3,0.09044667,0,-9999,10.3796523618299,0.09044667,0,0.53600001335144,0.773999989032745,0.35699999332428,0.0820000022649765,0,1
1,-0.901518396139792,18.34457,17.68851,20.30586,4.534884,4.256165,3.887169,17.4831,167.895073210985,-0.901518396139792,167.895073210985,3,-1,-2.266118,-1.931145,-1.099126,-12.08766,1.769478,-0.4675176,4.368369,1.57266,-0.2860626,2.201812,1.662236,-1.205149,3.115621,-0.685729,6.44694,2.369165,5.160665,53.0882844680783,1,1,18.45061,-0.901518396139792,2.124187,2.022331,18.75189,348,69055021128,0.6398991,18.34457,258.291555084569,1,17.68851,17.01518,1.738378,1.678154,3.676102,3.624528,17.4831,167.895073210985,756,3,20.20304,1,1,-0.901518396139792,17.39953,2.022331,0.07717464,1.277003,348,0.6398991,1,17.68851,167.895073210985,756,3,20.20304,1,-0.901518396139792,1,0,18.8707,167.895073210985,3,-20.2396,1,98,0.14865,0.078273,0.016008,-0.901524,1,17.4831,17.68851,17.01518,167.89507,3,0.06398206,0,-9999,10.2604606829438,0.06398206,0,0.261999994516373,0.477999985218048,0.60699999332428,0.344999998807907,0,1
1,0.616784939217005,17.41416,16.79366,19.38865,5.523538,5.521469,4.751912,16.56482,226.138455900649,0.616784939217005,226.138455900649,3,5,-2.026933,-1.546663,-0.8711995,-11.65918,1.860837,-1.110495,20.20743,1.65967,0.2277101,7.087584,2.030593,15.46274,1.874324,-0.6721645,10.7913,1.720002,1.839185,48.4954945803,5,1,17.50569,0.616784939217005,3.369168,3.296547,18.16649,552,68987912704,0.641986,17.41416,358.823417746809,1,16.79366,16.1524,2.293104,2.275122,5.136641,5.106657,16.56482,226.138455900649,752,3,19.15754,5,1,0.616784939217005,16.4243,3.296547,0.05110729,1.960773,552,0.641986,1,16.79366,226.138455900649,752,3,19.15754,1,0.616784939217005,1,0,18.38939,226.138455900649,3,-21.2542,1,99,0.623025,0.079237,0.020776,0.6167888,1,16.56482,16.79366,16.1524,226.13848,3,0.04040727,0,-9999,10.1680141587535,0.04040727,1,0.0509999990463257,0.0920000001788139,0.949000000953674,0.907999992370605,0,0
1,0.623178280780408,18.29694,17.26205,20.13703,5.011414,5.019388,5.612801,17.21435,215.167700364783,0.623178280780408,215.167700364783,3,-1,-1.819277,-1.085204,-0.2194477,-12.24541,1.84757,-0.650342,8.972011,6.750864,-1.636721,16.38704,5.977379,28.67587,4.554974,-0.9295783,17.57092,-2.096507,10.27843,55.9232575200768,5,1,18.28078,0.623178280780408,1.485081,1.501175,18.26193,478,35253360136208,1.0,18.29694,345.57496659551,1,17.26205,16.45845,1.740252,1.652524,3.818616,3.731269,17.21435,215.167700364783,752,3,20.42456,5,1,0.623178280780408,17.13388,1.501175,0.03701849,1.031645,478,1.0,1,17.26205,215.167700364783,752,3,20.42456,1,0.623178280780408,1,0,18.12413,215.167700364783,3,-21.9758,1,97,0.032207,0.136161,0.010565,0.62316591,1,17.21435,17.26205,16.45845,215.16769,3,0.1461407,0,-9999,11.3397151451344,0.1461407,0,0.0529999993741512,0.131999999284744,0.894999980926514,0.808000028133392,0,1
